id,institute,program,program_specifics,seat_type,opening_rank,closing_rank,year,round
4803,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",SC,696,1160,2019,3
4805,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",ST,633,705,2019,3
4807,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,3429,4827,2019,3
4809,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",EWS,427,466,2019,3
4811,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1367,1985,2019,3
4813,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",SC,382,1048,2019,3
4815,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",ST,189,264,2019,3
4817,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,234,412,2019,3
4819,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),13,15,2019,3
4820,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS,30,33,2019,3
4822,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,135,195,2019,3
4824,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),5,5,2019,3
4825,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,71,102,2019,3
4827,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,42,68,2019,3
4829,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OPEN,852,1197,2019,3
4831,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),39,47,2019,3
4833,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",EWS,82,104,2019,3
4835,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OBC-NCL,290,567,2019,3
4837,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),43,43,2019,3
4838,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",SC,140,391,2019,3
4840,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",ST,99,199,2019,3
4842,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,1677,2622,2019,3
4844,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),91,101,2019,3
4845,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",EWS,186,202,2019,3
4847,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,610,1067,2019,3
4849,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,512,654,2019,3
4851,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,269,329,2019,3
4853,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,4093,5166,2019,3
4855,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",EWS,481,521,2019,3
4857,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1952,2334,2019,3
4859,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",SC,1232,1356,2019,3
4861,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",ST,537,733,2019,3
4863,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,4794,5868,2019,3
4865,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",EWS,550,584.1,2019,3
4867,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1992,2300,2019,3
4869,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",SC,821,1178,2019,3
4871,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",ST,266,304,2019,3
4873,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,398,588,2019,3
4875,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),29,31,2019,3
4876,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS,37,41,2019,3
4878,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,137,288,2019,3
4880,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,62,176,2019,3
4882,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,70,117,2019,3
4884,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OPEN,1144,1597,2019,3
4886,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),66,66,2019,3
4887,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",EWS,107,119,2019,3
4889,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OBC-NCL,573,744,2019,3
4891,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),46,46,2019,3
4892,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",SC,281,503,2019,3
4894,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",ST,228,314,2019,3
4896,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,2028,3204,2019,3
4898,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",EWS,266,302,2019,3
4900,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,936,1355,2019,3
4902,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,634,793,2019,3
4904,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,352,402,2019,3
4906,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,440,1688,2019,4
4908,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),84,123,2019,4
4909,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",EWS,146,165,2019,4
4911,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,565,1092,2019,4
4913,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),42,42,2019,4
4914,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",SC,168,604,2019,4
4916,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",ST,271,484,2019,4
4918,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,747,2896,2019,4
4920,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),61,61,2019,4
4921,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",EWS,220,236,2019,4
4923,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,663,1203,2019,4
4925,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),35,35,2019,4
4926,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",SC,30,577,2019,4
4928,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",ST,76,132,2019,4
4930,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",ST (PwD),3,3,2019,4
4931,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,1,63,2019,4
4933,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),1,1,2019,4
4934,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS,3,6,2019,4
4936,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS (PwD),1,1,2019,4
4937,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,7,37,2019,4
4939,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),1,1,2019,4
4940,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,3,21,2019,4
4942,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC (PwD),3,3,2019,4
4943,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,1,15,2019,4
4945,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,196,998,2019,4
4947,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),30,30,2019,4
4948,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",EWS,73,100,2019,4
4950,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,234,477,2019,4
4952,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,82,250,2019,4
4954,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",SC (PwD),2,2,2019,4
4955,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,65,135,2019,4
4957,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,1243,1886,2019,4
4959,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),134,134,2019,4
4960,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",EWS,215,242,2019,4
4962,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,631,1239,2019,4
4964,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",SC,303,753,2019,4
4966,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",ST,102,333,2019,4
4968,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,1121,3332,2019,4
4970,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),43,60,2019,4
4971,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",EWS,280.1,331,2019,4
4973,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,497,1258,2019,4
4975,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),19,19,2019,4
4976,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",SC,50,665,2019,4
4978,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",ST,20,74,2019,4
4980,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,2,93,2019,4
4982,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),2,3,2019,4
4983,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS,7,12,2019,4
4985,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,17,65,2019,4
4987,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),3,3,2019,4
4988,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,22,39,2019,4
4990,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,3,19,2019,4
4992,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST (PwD),1,1,2019,4
4993,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,498,1221,2019,4
4995,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),32,32,2019,4
4996,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",EWS,85,113,2019,4
4998,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,155,606,2019,4
5000,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),21,21,2019,4
5001,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,57,310,2019,4
5003,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,8,108,2019,4
5005,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,2309,3430,2019,4
5007,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",EWS,301,314,2019,4
5009,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1151,1727,2019,4
5011,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",SC,591,1015,2019,4
5013,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",ST,373,571,2019,4
5014,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,3593,4662,2019,4
5016,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",EWS,413,440,2019,4
5018,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1018,1812,2019,4
5020,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",SC,626,892,2019,4
5022,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",ST,239,263,2019,4
5024,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,204,283,2019,4
5026,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),6,6,2019,4
5027,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS,20,20,2019,4
5029,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS (PwD),3,3,2019,4
