id,institute,program,program_specifics,seat_type,opening_rank,closing_rank,year,round
1411,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",ST,138,419,2017,3
1412,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,2329,3761,2017,3
1413,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),96,96,2017,3
1414,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,968.01,1331,2017,3
1415,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),48,48,2017,3
1416,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",SC,480,699,2017,3
1417,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",ST,49.01,208,2017,3
1418,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,160,262,2017,3
1419,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,82,127.01,2017,3
1420,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),0.01,0.01,2017,3
1421,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,44,77,2017,3
1422,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC (PwD),4,4,2017,3
1423,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,2,40,2017,3
1424,Indian Institute of Technology Kharagpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,843,1552,2017,3
1425,Indian Institute of Technology Kharagpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),41,41,2017,3
1426,Indian Institute of Technology Kharagpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,255,675,2017,3
1427,Indian Institute of Technology Kharagpur,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,193,327,2017,3
1428,Indian Institute of Technology Kharagpur,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,64,147.01,2017,3
1429,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,1404,2642,2017,3
1430,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),74,91,2017,3
1431,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,970,1336.01,2017,3
1432,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",SC,344,878,2017,3
1433,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",ST,411,452,2017,3
1434,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,1718,3442,2017,3
1435,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),118,118,2017,3
1436,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,756.01,1243,2017,3
1437,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),39,39,2017,3
1438,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",SC,308,667,2017,3
1439,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",ST,62,183,2017,3
1440,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,107,206,2017,3
1441,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),5,5,2017,3
1442,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,64,116,2017,3
1443,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),2,2,2017,3
1444,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,37,75,2017,3
1445,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,31,48,2017,3
1446,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,943,1370,2017,3
1447,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),40,40,2017,3
1448,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,210.01,623,2017,3
1449,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,187,321,2017,3
1450,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,89,163,2017,3
1451,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",ST (PwD),3,3,2017,3
1452,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,991,2773,2017,3
1453,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),82,82,2017,3
1454,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,923,1333,2017,3
1455,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),61,61,2017,3
1456,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",SC,577,855,2017,3
1457,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",ST,363,386,2017,3
1458,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,2261,3520,2017,3
1459,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),85,85,2017,3
1460,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,791,1169,2017,3
1461,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),42,42,2017,3
1462,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",SC,330,672,2017,3
1463,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",ST,132,214,2017,3
1464,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,26,177,2017,3
1465,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),7,7,2017,3
1466,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,23,80,2017,3
1467,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,38,54,2017,3
1468,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,18,22,2017,3
1469,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,163,1216,2017,3
1470,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),25,25,2017,3
1471,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,307,520,2017,3
1472,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,87,271,2017,3
1473,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,96,149,2017,3
1474,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,2772,3766,2017,3
1475,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),123,123,2017,3
1476,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1435,1718,2017,3
1477,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),78,78,2017,3
1478,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",SC,867,1019,2017,3
1479,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",ST,481,547,2017,3
1480,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,2935,4189,2017,3
1481,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),107,107,2017,3
1482,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1049,1414,2017,3
1483,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),38,53,2017,3
1484,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",SC,524,789,2017,3
1485,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",ST,97,198,2017,3
1486,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",ST (PwD),5,5,2017,3
1487,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,268,449,2017,3
1488,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),15,15,2017,3
1489,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,129,202,2017,3
1490,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),6,6,2017,3
1491,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,83,132,2017,3
1492,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,58,93,2017,3
1493,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OPEN,833,1343,2017,3
1494,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),37,37,2017,3
1495,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OBC-NCL,410,612,2017,3
1496,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",SC,230,381,2017,3
1497,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",SC (PwD),9,9,2017,3
1498,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",ST,185,234,2017,3
1499,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,1616,2223,2017,3
1500,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),46,46,2017,3
1501,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,519,885,2017,3
1502,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),23,23,2017,3
1503,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,341,470,2017,3
1504,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,151,256,2017,3
1505,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,2904,4356,2017,3
1506,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),94.01,94.01,2017,3
1507,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1557,1909.01,2017,3
1508,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",SC,999,1110,2017,3
1509,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",ST,134,483,2017,3
1510,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,4236,4847,2017,3
1511,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),106,106,2017,3
1512,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1360,1738,2017,3
1513,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",SC,735,952,2017,3
1514,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",ST,237,308,2017,3
1515,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",ST (PwD),3.01,3.01,2017,3
1516,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,415,650,2017,3
1517,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),24,24,2017,3
1518,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,212,338,2017,3
1519,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),12,12,2017,3
1520,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,101,197,2017,3
1521,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC (PwD),6,6,2017,3
1522,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,57,140,2017,3
1523,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OPEN,1402,1853,2017,3
1524,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),30,30,2017,3
1525,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OBC-NCL,442,752,2017,3
1526,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",SC,287,521,2017,3
1527,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",ST,233,321,2017,3
1528,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,2266,2828,2017,3
1529,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),72,72,2017,3
1530,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,755,1056,2017,3
1531,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),33,33,2017,3
1532,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,521,653,2017,3
1533,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,170,296,2017,3
1534,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,830,1507,2017,4
1535,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),47,53,2017,4
1536,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,500,901,2017,4
1537,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),14,14,2017,4
1538,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",SC,267,631,2017,4
1539,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",ST,238,327,2017,4
1540,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,1046,2298,2017,4
1541,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),31,62,2017,4
1542,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,602,973,2017,4
1543,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),37,37,2017,4
1544,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",SC,203,511,2017,4
1545,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",ST,52,117,2017,4
1546,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,1,62,2017,4
1547,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),1,2,2017,4
1548,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,9,45,2017,4
1549,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),1,1,2017,4
1550,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,1,22,2017,4
1551,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,4,15,2017,4
1552,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,297,738,2017,4
1553,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),18,18,2017,4
1554,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,110,363,2017,4
1555,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),10.01,10.01,2017,4
1556,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,81,163,2017,4
1557,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,33,104,2017,4
1558,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",ST (PwD),3,3,2017,4
1559,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,949,1774,2017,4
1560,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),63,63,2017,4
1561,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,634,983,2017,4
1562,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),64,64,2017,4
1563,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",SC,207,671,2017,4
1564,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",ST,157,300,2017,4
1565,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,701,2788,2017,4
1566,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),52,59,2017,4
1567,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,486,976,2017,4
1568,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),35,35,2017,4
1569,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",SC,226,532,2017,4
1570,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",ST,10,53,2017,4
1571,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,3,104,2017,4
1572,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),3,3,2017,4
1573,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,21,67,2017,4
1574,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),4,4,2017,4
1575,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,17,35,2017,4
1576,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,5,25,2017,4
1577,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,445,944,2017,4
1578,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),21,21,2017,4
1579,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,210,452,2017,4
1580,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),34,34,2017,4
1581,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,11,188,2017,4
1582,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,24,60,2017,4
1583,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,1620,2875,2017,4
1584,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,939,1417,2017,4
1585,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),60,60,2017,4
1586,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",SC,373,880,2017,4
1587,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",ST,138,419,2017,4
1588,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,2329,3763,2017,4
1589,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),96,96,2017,4
1590,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,968.01,1331,2017,4
1591,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),48,48,2017,4
1592,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",SC,480,699,2017,4
1593,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",ST,49.01,208,2017,4
1594,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,160,262,2017,4
1595,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,82,127.01,2017,4
1596,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),0.01,0.01,2017,4
1597,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,44,77,2017,4
1598,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC (PwD),4,4,2017,4
1599,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,2,40,2017,4
1600,Indian Institute of Technology Kharagpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,843,1552,2017,4
1601,Indian Institute of Technology Kharagpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),41,41,2017,4
1602,Indian Institute of Technology Kharagpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,255,675,2017,4
1603,Indian Institute of Technology Kharagpur,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,193,327,2017,4
1604,Indian Institute of Technology Kharagpur,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,64,147.01,2017,4
1605,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,1404,2642,2017,4
1606,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),74,91,2017,4
1607,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,970,1336.01,2017,4
1608,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",SC,344,891,2017,4
1609,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",ST,411,452,2017,4
1610,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,1718,3448,2017,4
1611,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),118,118,2017,4
1612,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,756.01,1243,2017,4
1613,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),39,39,2017,4
1614,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",SC,308,667,2017,4
1615,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",ST,62,183,2017,4
1616,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,107,206,2017,4
1617,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),5,5,2017,4
1618,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,64,116,2017,4
1619,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),2,2,2017,4
1620,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,37,75,2017,4
1621,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,31,48,2017,4
1622,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,943,1370,2017,4
1623,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),40,40,2017,4
1624,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,210.01,623,2017,4
1625,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,187,321,2017,4
1626,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,89,163,2017,4
1627,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",ST (PwD),3,3,2017,4
1628,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,991,2773,2017,4
1629,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),82,82,2017,4
1630,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,923,1333,2017,4
1631,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),61,61,2017,4
1632,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",SC,577,855,2017,4
1633,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",ST,363,386,2017,4
1634,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,2261,3527,2017,4
1635,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),85,85,2017,4
1636,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,791,1169,2017,4
1637,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),42,42,2017,4
1638,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",SC,330,672,2017,4
1639,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",ST,132,214,2017,4
1640,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,26,177,2017,4
1641,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),7,7,2017,4
1642,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,23,80,2017,4
