Institute,Academic Program Name,Gender,Opening Rank,Closing Rank,Year,Round
IITD,Computer Science and Engineering (5),Female-only (including Supernumerary),519,864,2019,5
IITD,Electrical Engineering,Female-only (including Supernumerary),795,1676,2019,5
IITD,Electrical Engineering (Power and Automation),Female-only (including Supernumerary),1957,2287,2019,5
IITD,Engineering Physics,Female-only (including Supernumerary),4276,5946,2019,5
IITD,Mathematics and Computing,Female-only (including Supernumerary),438,989,2019,5
IITD,Mathematics and Computing (5),Female-only (including Supernumerary),1035,1585,2019,5
IITD,Mechanical Engineering,Female-only (including Supernumerary),2875,4125,2019,5
IITD,Production and Industrial Engineering,Female-only (including Supernumerary),4811,7047,2019,5
IITD,Textile Technology,Female-only (including Supernumerary),7440,9677,2019,5
IITI,Civil Engineering,Female-only (including Supernumerary),11685,13164,2019,5
IITI,Computer Science and Engineering,Female-only (including Supernumerary),1816,2803,2019,5
IITI,Electrical Engineering,Female-only (including Supernumerary),5133,6844,2019,5
IITI,Mechanical Engineering,Female-only (including Supernumerary),9620,12397,2019,5
IITI,Metallurgical Engineering and Materials Science,Female-only (including Supernumerary),12993,14436,2019,5
IITKgp,Aerospace Engineering,Female-only (including Supernumerary),5752,7615,2019,5
IITKgp,Aerospace Engineering (5),Female-only (including Supernumerary),7932,8204,2019,5
IITKgp,Agricultural and Food Engineering,Female-only (including Supernumerary),9222,11534,2019,5
IITKgp,Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5),Female-only (including Supernumerary),14284,14526,2019,5
IITKgp,Applied Geology (5),Female-only (including Supernumerary),14499,17307,2019,5
IITKgp,"Architecture (5, B.Arch)",Female-only (including Supernumerary),16403,18448,2019,5
IITKgp,Biotechnology and Biochemical Engineering,Female-only (including Supernumerary),9424,9903,2019,5
IITKgp,Biotechnology and Biochemical Engineering (5),Female-only (including Supernumerary),12500,12786,2019,5
IITKgp,Chemical Engineering,Female-only (including Supernumerary),4434,6988,2019,5
IITKgp,Chemical Engineering (5),Female-only (including Supernumerary),5816,7807,2019,5
IITKgp,Chemistry (5),Female-only (including Supernumerary),14393,15264,2019,5
IITKgp,Civil Engineering,Female-only (including Supernumerary),7926,8707,2019,5
IITKgp,Civil Engineering with any of the listed specialization (5),Female-only (including Supernumerary),9678,10364,2019,5
IITKgp,Computer Science and Engineering,Female-only (including Supernumerary),520,980,2019,5
IITKgp,Computer Science and Engineering (5),Female-only (including Supernumerary),1389,1543,2019,5
IITKgp,Economics (5),Female-only (including Supernumerary),7613,8478,2019,5
IITKgp,Electrical Engineering,Female-only (including Supernumerary),2559,3443,2019,5
IITKgp,Electrical Engineering with M.Tech. in any of the listed specializations (5),Female-only (including Supernumerary),4249,4253,2019,5
IITKgp,Electronics and Electrical Communication Engineering,Female-only (including Supernumerary),1878,2443,2019,5
IITKgp,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5),Female-only (including Supernumerary),2847,3767,2019,5
IITKgp,Exploration Geophysics (5),Female-only (including Supernumerary),13405,16567,2019,5
IITKgp,Industrial and Systems Engineering,Female-only (including Supernumerary),7547,8060,2019,5
IITKgp,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),Female-only (including Supernumerary),9448,9731,2019,5
IITKgp,Instrumentation Engineering,Female-only (including Supernumerary),5694,6033,2019,5
IITKgp,Manufacturing Science and Engineering,Female-only (including Supernumerary),8810,9332,2019,5
IITKgp,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),Female-only (including Supernumerary),9873,9873,2019,5
IITKgp,Mathematics and Computing (5),Female-only (including Supernumerary),2562,3594,2019,5
IITKgp,Mechanical Engineering,Female-only (including Supernumerary),4932,6169,2019,5
IITKgp,Mechanical Engineering with M.Tech. in any of the listed specializations (5),Female-only (including Supernumerary),6129,7989,2019,5
IITKgp,Metallurgical and Materials Engineering,Female-only (including Supernumerary),8767,9561,2019,5
IITKgp,Metallurgical and Materials Engineering (5),Female-only (including Supernumerary),10791,10947,2019,5
IITKgp,Mining Engineering,Female-only (including Supernumerary),12029,12864,2019,5
IITKgp,Mining Engineering (5),Female-only (including Supernumerary),13496,13802,2019,5
IITKgp,Mining Safety Engineering (5),Female-only (including Supernumerary),15588,16022,2019,5
IITKgp,Ocean Engineering and Naval Architecture,Female-only (including Supernumerary),12099,12443,2019,5
IITKgp,Ocean Engineering and Naval Architecture (5),Female-only (including Supernumerary),8358,12915,2019,5
IITKgp,Physics (5),Female-only (including Supernumerary),11292,12481,2019,5
IITKgp,Quality Engineering Design and Manufacturing (5),Female-only (including Supernumerary),11356,11356,2019,5
IITH,Artificial Intelligence,Female-only (including Supernumerary),1453,1601,2019,5
IITH,Chemical Engineering,Female-only (including Supernumerary),8351,10191,2019,5
IITH,Civil Engineering,Female-only (including Supernumerary),7102,10564,2019,5
IITH,Computer Science and Engineering,Female-only (including Supernumerary),1026,1586,2019,5
IITH,Electrical Engineering,Female-only (including Supernumerary),2100,3288,2019,5
IITH,Engineering Physics,Female-only (including Supernumerary),7674,7819,2019,5
IITH,Engineering Science,Female-only (including Supernumerary),3379,4941,2019,5
IITH,Materials Science and Metallurgical Engineering,Female-only (including Supernumerary),10927,11047,2019,5
IITH,Mathematics and Computing,Female-only (including Supernumerary),2129,2129,2019,5
IITH,Mechanical Engineering,Female-only (including Supernumerary),5896,6817,2019,5
IIT Jodh,Bio Engineering,Female-only (including Supernumerary),14771,17178,2019,5
IIT Jodh,Computer Science and Engineering,Female-only (including Supernumerary),4628,6139,2019,5
IIT Jodh,Electrical Engineering,Female-only (including Supernumerary),7679,10921,2019,5
IIT Jodh,Mechanical Engineering,Female-only (including Supernumerary),12418,14198,2019,5
IITK,Aerospace Engineering,Female-only (including Supernumerary),6437,7516,2019,5
IITK,Biological Sciences and Bioengineering,Female-only (including Supernumerary),7233,10598,2019,5
IITK,Chemical Engineering,Female-only (including Supernumerary),4421,6750,2019,5
IITK,Chemistry (B.Sc),Female-only (including Supernumerary),12165,13354,2019,5
IITK,Civil Engineering,Female-only (including Supernumerary),6615,8869,2019,5
IITK,Computer Science and Engineering,Female-only (including Supernumerary),479,919,2019,5
IITK,Earth Sciences (B.Sc),Female-only (including Supernumerary),10255,13703,2019,5
IITK,Economics (B.Sc),Female-only (including Supernumerary),4936,5722,2019,5
IITK,Electrical Engineering,Female-only (including Supernumerary),1365,2974,2019,5
IITK,Materials Science and Engineering,Female-only (including Supernumerary),7847,10112,2019,5
IITK,Mathematics and Scientific Computing (B.Sc),Female-only (including Supernumerary),1801,2887,2019,5
IITK,Mechanical Engineering,Female-only (including Supernumerary),3390,6029,2019,5
IITK,Physics (B.Sc),Female-only (including Supernumerary),7185,10695,2019,5
IITM,Aerospace Engineering,Female-only (including Supernumerary),4805,6314,2019,5
IITM,Aerospace Engineering (5),Female-only (including Supernumerary),7882,7882,2019,5
IITM,Biological Engineering (5),Female-only (including Supernumerary),6622,8367,2019,5
IITM,Biological Sciences (5),Female-only (including Supernumerary),9127,13695,2019,5
IITM,Chemical Engineering,Female-only (including Supernumerary),4562,6166,2019,5
IITM,Civil Engineering,Female-only (including Supernumerary),5710,7616,2019,5
IITM,Computer Science and Engineering,Female-only (including Supernumerary),349,690,2019,5
IITM,Electrical Engineering,Female-only (including Supernumerary),805,2074,2019,5
IITM,Engineering Design (5),Female-only (including Supernumerary),2247,7509,2019,5
IITM,Engineering Physics,Female-only (including Supernumerary),3181,5839,2019,5
IITM,Mechanical Engineering,Female-only (including Supernumerary),2721,4682,2019,5
IITM,Metallurgical and Materials Engineering,Female-only (including Supernumerary),7119,8199,2019,5
IITM,Naval Architecture and Ocean Engineering,Female-only (including Supernumerary),11311,12924,2019,5
IITM,Physics (5),Female-only (including Supernumerary),7426,7426,2019,5
IIT Gnd,Chemical Engineering,Female-only (including Supernumerary),11226,12270,2019,5
IIT Gnd,Civil Engineering,Female-only (including Supernumerary),10104,12409,2019,5
IIT Gnd,Computer Science and Engineering,Female-only (including Supernumerary),2304,3182,2019,5
IIT Gnd,Electrical Engineering,Female-only (including Supernumerary),4798,7035,2019,5
IIT Gnd,Materials Science and Engineering,Female-only (including Supernumerary),14031,14247,2019,5
IIT Gnd,Mechanical Engineering,Female-only (including Supernumerary),8986,10143,2019,5
IIT Patna,Chemical Engineering,Female-only (including Supernumerary),11371,15226,2019,5
IIT Patna,Civil Engineering,Female-only (including Supernumerary),14770,14913,2019,5
IIT Patna,Computer Science and Engineering,Female-only (including Supernumerary),4641,5872,2019,5
IIT Patna,Electrical and Electronics Engineering,Female-only (including Supernumerary),9128,11038,2019,5
IIT Patna,Mechanical Engineering,Female-only (including Supernumerary),13557,14465,2019,5
IIT Patna,Metallurgical and Materials Engineering,Female-only (including Supernumerary),15663,17708,2019,5
IITR,Applied Mathematics (5),Female-only (including Supernumerary),4508,4673,2019,5
IITR,"Architecture (5, B.Arch)",Female-only (including Supernumerary),12795,18028,2019,5
IITR,Bio Technology,Female-only (including Supernumerary),8734,9982,2019,5
IITR,Chemical Engineering,Female-only (including Supernumerary),6513,7988,2019,5
IITR,Chemistry (5),Female-only (including Supernumerary),15561,15909,2019,5
IITR,Civil Engineering,Female-only (including Supernumerary),7965,9362,2019,5
IITR,Computer Science and Engineering,Female-only (including Supernumerary),1076,1386,2019,5
IITR,Electrical Engineering,Female-only (including Supernumerary),3503,4274,2019,5
IITR,Electronics and Communication Engineering,Female-only (including Supernumerary),1903,3109,2019,5
IITR,Engineering Physics,Female-only (including Supernumerary),7298,7726,2019,5
IITR,Geological Technology (5),Female-only (including Supernumerary),14366,16561,2019,5
IITR,Geophysical Technology (5),Female-only (including Supernumerary),12613,14356,2019,5
IITR,Mechanical Engineering,Female-only (including Supernumerary),4561,6602,2019,5
IITR,Metallurgical and Materials Engineering,Female-only (including Supernumerary),10207,11774,2019,5
IITR,Physics (5),Female-only (including Supernumerary),13122,14425,2019,5
IITR,Polymer Science and Engineering,Female-only (including Supernumerary),10090,11369,2019,5
IITR,Production and Industrial Engineering,Female-only (including Supernumerary),8230,8877,2019,5
IIT (ISM) Dhanbad,Applied Geology (5),Female-only (including Supernumerary),17730,18430,2019,5
IIT (ISM) Dhanbad,Applied Geophysics (5),Female-only (including Supernumerary),17053,17514,2019,5
IIT (ISM) Dhanbad,Chemical Engineering,Female-only (including Supernumerary),11900,12278,2019,5
IIT (ISM) Dhanbad,Civil Engineering,Female-only (including Supernumerary),13182,14415,2019,5
IIT (ISM) Dhanbad,Computer Science and Engineering,Female-only (including Supernumerary),2877,5657,2019,5
IIT (ISM) Dhanbad,Electrical Engineering,Female-only (including Supernumerary),8094,10612,2019,5
IIT (ISM) Dhanbad,Electronics and Communication Engineering,Female-only (including Supernumerary),6497,8651,2019,5
IIT (ISM) Dhanbad,Engineering Physics,Female-only (including Supernumerary),12816,12991,2019,5
IIT (ISM) Dhanbad,Environmental Engineering,Female-only (including Supernumerary),14542,16636,2019,5
IIT (ISM) Dhanbad,Mathematics and Computing (5),Female-only (including Supernumerary),6924,7583,2019,5
IIT (ISM) Dhanbad,Mechanical Engineering,Female-only (including Supernumerary),10720,12927,2019,5
IIT (ISM) Dhanbad,Mineral Engineering,Female-only (including Supernumerary),17563,18642,2019,5
IIT (ISM) Dhanbad,Mining Engineering,Female-only (including Supernumerary),15100,19237,2019,5
IIT (ISM) Dhanbad,Mining Machinery Engineering,Female-only (including Supernumerary),18701,19650,2019,5
IIT (ISM) Dhanbad,Petroleum Engineering,Female-only (including Supernumerary),11000,15019,2019,5
IIT Ropar,Chemical Engineering,Female-only (including Supernumerary),13639,14098,2019,5
IIT Ropar,Civil Engineering,Female-only (including Supernumerary),14897,15193,2019,5
IIT Ropar,Computer Science and Engineering,Female-only (including Supernumerary),3303,4418,2019,5
IIT Ropar,Electrical Engineering,Female-only (including Supernumerary),5860,8843,2019,5
IIT Ropar,Mathematics and Computing,Female-only (including Supernumerary),4621,5262,2019,5
IIT Ropar,Mechanical Engineering,Female-only (including Supernumerary),12355,13276,2019,5
IIT Ropar,Mechanical Engineering (5),Female-only (including Supernumerary),14318,14318,2019,5
IIT Ropar,Metallurgical and Materials Engineering,Female-only (including Supernumerary),15776,16774,2019,5
IIT BHU,"Architecture (5, B.Arch)",Female-only (including Supernumerary),19632,20239,2019,5
IIT BHU,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5),Female-only (including Supernumerary),13408,13408,2019,5
IIT BHU,Bioengineering with M.Tech in Biomedical Technology (5),Female-only (including Supernumerary),14730,14730,2019,5
IIT BHU,Ceramic Engineering,Female-only (including Supernumerary),14252,15893,2019,5
IIT BHU,Ceramic Engineering (5),Female-only (including Supernumerary),16985,17354,2019,5
IIT BHU,Chemical Engineering,Female-only (including Supernumerary),8168,11610,2019,5
IIT BHU,Civil Engineering,Female-only (including Supernumerary),10812,11885,2019,5
IIT BHU,Civil Engineering (5),Female-only (including Supernumerary),12447,12913,2019,5
IIT BHU,Computer Science and Engineering,Female-only (including Supernumerary),1915,2493,2019,5
IIT BHU,Computer Science and Engineering (5),Female-only (including Supernumerary),2777,2929,2019,5
IIT BHU,Electrical Engineering,Female-only (including Supernumerary),5450,6566,2019,5
IIT BHU,Electrical Engineering with M.Tech. in Power Electronics (5),Female-only (including Supernumerary),6744,6744,2019,5
IIT BHU,Electronics Engineering,Female-only (including Supernumerary),4605,5572,2019,5
IIT BHU,Engineering Physics (5),Female-only (including Supernumerary),11671,13434,2019,5
IIT BHU,Industrial Chemistry (5),Female-only (including Supernumerary),14907,16030,2019,5
IIT BHU,Materials Science and Technology (5),Female-only (including Supernumerary),14491,14555,2019,5
IIT BHU,Mathematics and Computing (5),Female-only (including Supernumerary),2939,4250,2019,5
IIT BHU,Mechanical Engineering,Female-only (including Supernumerary),9368,10634,2019,5
IIT BHU,Mechanical Engineering (5),Female-only (including Supernumerary),11001,11009,2019,5
IIT BHU,Metallurgical Engineering,Female-only (including Supernumerary),12540,13657,2019,5
IIT BHU,Metallurgical Engineering (5),Female-only (including Supernumerary),15619,15912,2019,5
IIT BHU,Mining Engineering,Female-only (including Supernumerary),14116,18456,2019,5
IIT BHU,Mining Engineering (5),Female-only (including Supernumerary),17789,18668,2019,5
IIT BHU,Pharmaceutical Engineering & Technology,Female-only (including Supernumerary),14441,17987,2019,5
IIT BHU,Pharmaceutical Engineering & Technology (5),Female-only (including Supernumerary),14647,17378,2019,5
IITG,Bio Technology,Female-only (including Supernumerary),11887,12740,2019,5
IITG,Chemical Engineering,Female-only (including Supernumerary),8448,10122,2019,5
IITG,Chemical Science and Technology,Female-only (including Supernumerary),10669,11938,2019,5
IITG,Civil Engineering,Female-only (including Supernumerary),10384,11564,2019,5
IITG,Computer Science and Engineering,Female-only (including Supernumerary),1462,1800,2019,5
IITG,Electronics and Communication Engineering,Female-only (including Supernumerary),3161,4240,2019,5
IITG,Electronics and Electrical Engineering,Female-only (including Supernumerary),4408,4504,2019,5
IITG,Engineering Physics,Female-only (including Supernumerary),8037,10295,2019,5
IITG,Mathematics and Computing,Female-only (including Supernumerary),1888,2652,2019,5
IITG,Mechanical Engineering,Female-only (including Supernumerary),6778,9024,2019,5
IIT Bhilai,Computer Science and Engineering,Female-only (including Supernumerary),6500,8470,2019,5
IIT Bhilai,Electrical Engineering,Female-only (including Supernumerary),8796,11750,2019,5
IIT Bhilai,Mechanical Engineering,Female-only (including Supernumerary),13749,15799,2019,5
IIT Goa,Computer Science and Engineering,Female-only (including Supernumerary),6283,7288,2019,5
IIT Goa,Electrical Engineering,Female-only (including Supernumerary),9951,11103,2019,5
IIT Goa,Mathematics and Computing,Female-only (including Supernumerary),6925,6925,2019,5
IIT Goa,Mechanical Engineering,Female-only (including Supernumerary),14015,15106,2019,5
IIT Palakkad,Civil Engineering,Female-only (including Supernumerary),14926,16128,2019,5
IIT Palakkad,Computer Science and Engineering,Female-only (including Supernumerary),5263,7508,2019,5
IIT Palakkad,Electrical Engineering,Female-only (including Supernumerary),7890,11156,2019,5
IIT Palakkad,Mechanical Engineering,Female-only (including Supernumerary),14096,14749,2019,5
IIT Tirupati,Chemical Engineering,Female-only (including Supernumerary),14551,15275,2019,5
IIT Tirupati,Civil Engineering,Female-only (including Supernumerary),12580,15421,2019,5
IIT Tirupati,Computer Science and Engineering,Female-only (including Supernumerary),4586,5557,2019,5
IIT Tirupati,Electrical Engineering,Female-only (including Supernumerary),8525,9630,2019,5
IIT Tirupati,Mechanical Engineering,Female-only (including Supernumerary),12387,13492,2019,5
IIT Jammu,Chemical Engineering,Female-only (including Supernumerary),16208,16680,2019,5
IIT Jammu,Civil Engineering,Female-only (including Supernumerary),16886,18043,2019,5
IIT Jammu,Computer Science and Engineering,Female-only (including Supernumerary),7236,10128,2019,5
IIT Jammu,Electrical Engineering,Female-only (including Supernumerary),11960,13333,2019,5
IIT Jammu,Materials Science and Engineering,Female-only (including Supernumerary),16697,19184,2019,5
IIT Jammu,Mechanical Engineering,Female-only (including Supernumerary),15975,16212,2019,5
IIT Dharwad,Computer Science and Engineering,Female-only (including Supernumerary),6076,7417,2019,5
IIT Dharwad,Electrical Engineering,Female-only (including Supernumerary),8697,11397,2019,5
IIT Dharwad,Mechanical Engineering,Female-only (including Supernumerary),11433,15139,2019,5
IIT Bhuv,Civil Engineering,Female-only (including Supernumerary),11238,14041,2019,6
IIT Bhuv,Civil Engineering and M. Tech. in Structural Engineering (5),Female-only (including Supernumerary),15576,15576,2019,6
IIT Bhuv,Civil Engineering and M.Tech in Transportation Engineering (5),Female-only (including Supernumerary),15617,15617,2019,6
IIT Bhuv,Civil Engineering and M.Tech. in Environmental Engineering (5),Female-only (including Supernumerary),13944,13944,2019,6
IIT Bhuv,Computer Science and Engineering,Female-only (including Supernumerary),2951,4509,2019,6
IIT Bhuv,Computer Science and Engineering (5),Female-only (including Supernumerary),5700,5700,2019,6
IIT Bhuv,Electrical Engineering and M.Tech Power Electronics and Drives (5),Female-only (including Supernumerary),9433,9433,2019,6
IIT Bhuv,Electrical Engineering,Female-only (including Supernumerary),6517,7542,2019,6
IIT Bhuv,Electronics and Communication Engineering,Female-only (including Supernumerary),5311,5690,2019,6
IIT Bhuv,Mechanical Engineering,Female-only (including Supernumerary),9671,12456,2019,6
IIT Bhuv,Mechanical Engineering and M. Tech. in Mechanical System Design (5),Female-only (including Supernumerary),11078,11078,2019,6
IIT Bhuv,Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5),Female-only (including Supernumerary),12989,12989,2019,6
IIT Bhuv,Mechanical Engineering with M.Tech. in Manufacturing Engineering (5),Female-only (including Supernumerary),12699,13209,2019,6
IIT Bhuv,Metallurgical and Materials Engineering,Female-only (including Supernumerary),14832,14841,2019,6
IIT Bhuv,Metallurgical and Materials Engineering (5),Female-only (including Supernumerary),15291,17319,2019,6
IITB,Aerospace Engineering,Female-only (including Supernumerary),2634,4550,2019,6
IITB,BS in Mathematics (B.Sc),Female-only (including Supernumerary),4960,4960,2019,6
IITB,Chemical Engineering,Female-only (including Supernumerary),2421,3926,2019,6
IITB,Chemistry (B.Sc),Female-only (including Supernumerary),8846,9329,2019,6
IITB,Civil Engineering,Female-only (including Supernumerary),1871,5089,2019,6
IITB,Computer Science and Engineering,Female-only (including Supernumerary),10,313,2019,6
IITB,Economics (B.Sc),Female-only (including Supernumerary),1276,4239,2019,6
IITB,Electrical Engineering,Female-only (including Supernumerary),697,1058,2019,6
IITB,Electrical Engineering (5),Female-only (including Supernumerary),1252,2219,2019,6
IITB,Energy Engineering with M.Tech. in Energy Systems Engineering (5),Female-only (including Supernumerary),4968,5939,2019,6
IITB,Engineering Physics,Female-only (including Supernumerary),1087,2689,2019,6
IITB,Environmental Science and Engineering (5),Female-only (including Supernumerary),8337,8834,2019,6
IITB,Mechanical Engineering,Female-only (including Supernumerary),1880,3536,2019,6
IITB,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5),Female-only (including Supernumerary),3952,4572,2019,6
IITB,Metallurgical Engineering & Materials Science (5),Female-only (including Supernumerary),7336,7641,2019,6
IITB,Metallurgical Engineering and Materials Science,Female-only (including Supernumerary),4814,6574,2019,6
IIT Mandi,Bio Engineering (5),Female-only (including Supernumerary),13745,15877,2019,6
IIT Mandi,Civil Engineering,Female-only (including Supernumerary),13878,14762,2019,6
IIT Mandi,Computer Science and Engineering,Female-only (including Supernumerary),4426,5361,2019,6
IIT Mandi,Data Science and Engineering,Female-only (including Supernumerary),6644,6735,2019,6
IIT Mandi,Electrical Engineering,Female-only (including Supernumerary),6184,9929,2019,6
IIT Mandi,Engineering Physics,Female-only (including Supernumerary),13371,13483,2019,6
IIT Mandi,Mechanical Engineering,Female-only (including Supernumerary),13106,13416,2019,6
IITD,Biotechnology and Biochemical Engineering,Female-only (including Supernumerary),2512,6971,2019,6
IITD,Chemical Engineering,Female-only (including Supernumerary),2377,3932,2019,6
IITD,Chemical Engineering (5),Female-only (including Supernumerary),4216,4797,2019,6
IITD,Civil Engineering,Female-only (including Supernumerary),5115,5831,2019,6
IITD,Computer Science and Engineering,Female-only (including Supernumerary),233,465,2019,6
IITD,Computer Science and Engineering (5),Female-only (including Supernumerary),519,864,2019,6
IITD,Electrical Engineering,Female-only (including Supernumerary),795,1676,2019,6
IITD,Electrical Engineering (Power and Automation),Female-only (including Supernumerary),1957,2287,2019,6
IITD,Engineering Physics,Female-only (including Supernumerary),4276,5946,2019,6
IITD,Mathematics and Computing,Female-only (including Supernumerary),438,989,2019,6
IITD,Mathematics and Computing (5),Female-only (including Supernumerary),1035,1585,2019,6
IITD,Mechanical Engineering,Female-only (including Supernumerary),2875,4125,2019,6
IITD,Production and Industrial Engineering,Female-only (including Supernumerary),4811,7047,2019,6
IITD,Textile Technology,Female-only (including Supernumerary),7440,9677,2019,6
IITI,Civil Engineering,Female-only (including Supernumerary),11685,13657,2019,6
IITI,Computer Science and Engineering,Female-only (including Supernumerary),1816,2803,2019,6
IITI,Electrical Engineering,Female-only (including Supernumerary),5133,6859,2019,6
IITI,Mechanical Engineering,Female-only (including Supernumerary),9620,12397,2019,6
IITI,Metallurgical Engineering and Materials Science,Female-only (including Supernumerary),13707,14740,2019,6
IITKgp,Aerospace Engineering,Female-only (including Supernumerary),5752,7615,2019,6
IITKgp,Aerospace Engineering (5),Female-only (including Supernumerary),7932,8204,2019,6
IITKgp,Agricultural and Food Engineering,Female-only (including Supernumerary),9222,11534,2019,6
IITKgp,Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5),Female-only (including Supernumerary),14284,14542,2019,6
IITKgp,Applied Geology (5),Female-only (including Supernumerary),14499,17378,2019,6
IITKgp,"Architecture (5, B.Arch)",Female-only (including Supernumerary),16403,18448,2019,6
IITKgp,Biotechnology and Biochemical Engineering,Female-only (including Supernumerary),9424,9903,2019,6
IITKgp,Biotechnology and Biochemical Engineering (5),Female-only (including Supernumerary),12500,12786,2019,6
IITKgp,Chemical Engineering,Female-only (including Supernumerary),4434,7233,2019,6
IITKgp,Chemical Engineering (5),Female-only (including Supernumerary),5816,7807,2019,6
IITKgp,Chemistry (5),Female-only (including Supernumerary),14393,15264,2019,6
IITKgp,Civil Engineering,Female-only (including Supernumerary),7926,8707,2019,6
IITKgp,Civil Engineering with any of the listed specialization (5),Female-only (including Supernumerary),9678,10364,2019,6
IITKgp,Computer Science and Engineering,Female-only (including Supernumerary),520,980,2019,6
IITKgp,Computer Science and Engineering (5),Female-only (including Supernumerary),1389,1543,2019,6
IITKgp,Economics (5),Female-only (including Supernumerary),7613,8478,2019,6
IITKgp,Electrical Engineering,Female-only (including Supernumerary),2559,3443,2019,6
IITKgp,Electrical Engineering with M.Tech. in any of the listed specializations (5),Female-only (including Supernumerary),4249,4253,2019,6
IITKgp,Electronics and Electrical Communication Engineering,Female-only (including Supernumerary),1878,2443,2019,6
IITKgp,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5),Female-only (including Supernumerary),2847,3767,2019,6
IITKgp,Exploration Geophysics (5),Female-only (including Supernumerary),13405,16567,2019,6
IITKgp,Industrial and Systems Engineering,Female-only (including Supernumerary),7547,8060,2019,6
IITKgp,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),Female-only (including Supernumerary),9448,9731,2019,6
IITKgp,Instrumentation Engineering,Female-only (including Supernumerary),5857,6391,2019,6
IITKgp,Manufacturing Science and Engineering,Female-only (including Supernumerary),8810,9332,2019,6
IITKgp,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),Female-only (including Supernumerary),9873,9873,2019,6
IITKgp,Mathematics and Computing (5),Female-only (including Supernumerary),2562,3594,2019,6
IITKgp,Mechanical Engineering,Female-only (including Supernumerary),4932,6169,2019,6
IITKgp,Mechanical Engineering with M.Tech. in any of the listed specializations (5),Female-only (including Supernumerary),6129,7989,2019,6
IITKgp,Metallurgical and Materials Engineering,Female-only (including Supernumerary),8767,9561,2019,6
IITKgp,Metallurgical and Materials Engineering (5),Female-only (including Supernumerary),10791,10947,2019,6
IITKgp,Mining Engineering,Female-only (including Supernumerary),12029,12864,2019,6
IITKgp,Mining Engineering (5),Female-only (including Supernumerary),13496,13802,2019,6
IITKgp,Mining Safety Engineering (5),Female-only (including Supernumerary),15588,16022,2019,6
IITKgp,Ocean Engineering and Naval Architecture,Female-only (including Supernumerary),12099,12443,2019,6
IITKgp,Ocean Engineering and Naval Architecture (5),Female-only (including Supernumerary),8358,12915,2019,6
IITKgp,Physics (5),Female-only (including Supernumerary),11292,12481,2019,6
IITKgp,Quality Engineering Design and Manufacturing (5),Female-only (including Supernumerary),11356,11356,2019,6
IITH,Artificial Intelligence,Female-only (including Supernumerary),1453,1601,2019,6
IITH,Chemical Engineering,Female-only (including Supernumerary),8351,10191,2019,6
IITH,Civil Engineering,Female-only (including Supernumerary),7102,10564,2019,6
IITH,Computer Science and Engineering,Female-only (including Supernumerary),1026,1586,2019,6
IITH,Electrical Engineering,Female-only (including Supernumerary),2100,3288,2019,6
IITH,Engineering Physics,Female-only (including Supernumerary),7674,7819,2019,6
IITH,Engineering Science,Female-only (including Supernumerary),3379,4941,2019,6
IITH,Materials Science and Metallurgical Engineering,Female-only (including Supernumerary),10927,11047,2019,6
IITH,Mathematics and Computing,Female-only (including Supernumerary),2129,2129,2019,6
IITH,Mechanical Engineering,Female-only (including Supernumerary),5896,6817,2019,6
IIT Jodh,Bio Engineering,Female-only (including Supernumerary),14771,18387,2019,6
IIT Jodh,Computer Science and Engineering,Female-only (including Supernumerary),4628,6283,2019,6
IIT Jodh,Electrical Engineering,Female-only (including Supernumerary),7679,10921,2019,6
IIT Jodh,Mechanical Engineering,Female-only (including Supernumerary),13228,14251,2019,6
IITK,Aerospace Engineering,Female-only (including Supernumerary),6437,7516,2019,6
IITK,Biological Sciences and Bioengineering,Female-only (including Supernumerary),10439,11740,2019,6
IITK,Chemical Engineering,Female-only (including Supernumerary),4421,6750,2019,6
IITK,Chemistry (B.Sc),Female-only (including Supernumerary),12585,13639,2019,6
IITK,Civil Engineering,Female-only (including Supernumerary),6615,8869,2019,6
IITK,Computer Science and Engineering,Female-only (including Supernumerary),479,919,2019,6
IITK,Earth Sciences (B.Sc),Female-only (including Supernumerary),10255,13703,2019,6
IITK,Economics (B.Sc),Female-only (including Supernumerary),4936,5722,2019,6
IITK,Electrical Engineering,Female-only (including Supernumerary),1365,2974,2019,6
IITK,Materials Science and Engineering,Female-only (including Supernumerary),7847,10112,2019,6
IITK,Mathematics and Scientific Computing (B.Sc),Female-only (including Supernumerary),1801,2887,2019,6
IITK,Mechanical Engineering,Female-only (including Supernumerary),3390,6029,2019,6
IITK,Physics (B.Sc),Female-only (including Supernumerary),7185,10695,2019,6
IITM,Aerospace Engineering,Female-only (including Supernumerary),4805,6314,2019,6
