Institute,Academic Program Name,Opening Rank,Closing Rank,Year,Round
IIT Jodh,Chemical Engineering,11827,16165,2020,2
IIT Jodh,Civil and Infrastructure Engineering,15911,17896,2020,2
IIT Jodh,Computer Science and Engineering,4359,5977,2020,2
IIT Jodh,Electrical Engineering,8591,10569,2020,2
IIT Jodh,Materials Engineering,16662,18927,2020,2
IIT Jodh,Mechanical Engineering,12673,14383,2020,2
IITK,Aerospace Engineering,2714,7889,2020,2
IITK,Biological Sciences and Bioengineering,8448,11609,2020,2
IITK,Chemical Engineering,5805,7924,2020,2
IITK,Chemistry (B.Sc),11020,13398,2020,2
IITK,Civil Engineering,8881,10245,2020,2
IITK,Computer Science and Engineering,577,809,2020,2
IITK,Earth Sciences (B.Sc),14416,16223,2020,2
IITK,Economics (B.Sc),4849,5993,2020,2
IITK,Electrical Engineering,1568,3137,2020,2
IITK,Materials Science and Engineering,10056,10462,2020,2
IITK,Mathematics and Scientific Computing (B.Sc),1651,2757,2020,2
IITK,Mechanical Engineering,4869,6282,2020,2
IITK,Physics (B.Sc),10794,12717,2020,2
IITM,Aerospace Engineering,5512,7349,2020,2
IITM,Aerospace Engineering (5),5600,5600,2020,2
IITM,Biological Engineering (5),3896,7232,2020,2
IITM,Biological Sciences (5),3320,11355,2020,2
IITM,Chemical Engineering,4823,8183,2020,2
IITM,Civil Engineering,7923,10538,2020,2
IITM,Computer Science and Engineering,204,576,2020,2
IITM,Electrical Engineering,591,2046,2020,2
IITM,Engineering Design (5),5888,7607,2020,2
IITM,Engineering Physics,3396,4007,2020,2
IITM,Mechanical Engineering,2053,5200,2020,2
IITM,Metallurgical and Materials Engineering,8188,10379,2020,2
IITM,Naval Architecture and Ocean Engineering,10559,12426,2020,2
IITM,Physics (5),9778,9778,2020,2
IIT Gnd,Chemical Engineering,12895,13493,2020,2
IIT Gnd,Civil Engineering,13664,14694,2020,2
IIT Gnd,Computer Science and Engineering,2805,2871,2020,2
IIT Gnd,Electrical Engineering,5359,6157,2020,2
IIT Gnd,Materials Science and Engineering,14916,15204,2020,2
IIT Gnd,Mechanical Engineering,9381,11399,2020,2
IIT Patna,Chemical Engineering,16246,16492,2020,2
IIT Patna,Civil Engineering,16605,17046,2020,2
IIT Patna,Computer Science and Engineering,4912,5881,2020,2
IIT Patna,Electrical and Electronics Engineering,8335,12325,2020,2
IIT Patna,Mechanical Engineering,14377,15595,2020,2
IIT Patna,Metallurgical and Materials Engineering,17709,18457,2020,2
IITR,Applied Mathematics (5),4218,5882,2020,2
IITR,"Architecture (5, B.Arch)",14950,17023,2020,2
IITR,Bio Technology,10340,10894,2020,2
IITR,Chemical Engineering,8068,8916,2020,2
IITR,Chemistry (5),14489,15416,2020,2
IITR,Civil Engineering,9675,11777,2020,2
IITR,Computer Science and Engineering,997,1269,2020,2
IITR,Electrical Engineering,3429,4636,2020,2
IITR,Electronics and Communication Engineering,2581,3258,2020,2
IITR,Engineering Physics,7028,8856,2020,2
IITR,Geological Technology (5),16181,16903,2020,2
IITR,Geophysical Technology (5),11813,16267,2020,2
IITR,Mechanical Engineering,6497,7888,2020,2
IITR,Metallurgical and Materials Engineering,10467,12933,2020,2
IITR,Physics (5),14260,14851,2020,2
IITR,Polymer Science and Engineering,12205,13959,2020,2
IITR,Production and Industrial Engineering,8945,10940,2020,2
IIT (ISM) Dhanbad,Applied Geology (5),17270,17270,2020,2
IIT (ISM) Dhanbad,Applied Geophysics (5),18987,18987,2020,2
IIT (ISM) Dhanbad,Chemical Engineering,13136,14578,2020,2
IIT (ISM) Dhanbad,Civil Engineering,14791,15686,2020,2
IIT (ISM) Dhanbad,Computer Science and Engineering,3952,5814,2020,2
IIT (ISM) Dhanbad,Electrical Engineering,10535,11891,2020,2
IIT (ISM) Dhanbad,Electronics and Communication Engineering,6628,9560,2020,2
IIT (ISM) Dhanbad,Engineering Physics,13944,13983,2020,2
IIT (ISM) Dhanbad,Environmental Engineering,16419,18361,2020,2
IIT (ISM) Dhanbad,Mathematics and Computing (5),6789,7351,2020,2
IIT (ISM) Dhanbad,Mechanical Engineering,12819,14467,2020,2
IIT (ISM) Dhanbad,Mineral and Metallurgical Engineering,16060,19104,2020,2
IIT (ISM) Dhanbad,Mining Engineering,17760,19689,2020,2
IIT (ISM) Dhanbad,Mining Machinery Engineering,17109,19726,2020,2
IIT (ISM) Dhanbad,Petroleum Engineering,15187,17073,2020,2
IIT Ropar,Chemical Engineering,9807,13804,2020,2
IIT Ropar,Civil Engineering,14888,16482,2020,2
IIT Ropar,Computer Science and Engineering,2718,4066,2020,2
IIT Ropar,Electrical Engineering,6657,10138,2020,2
IIT Ropar,Mathematics and Computing,4352,4632,2020,2
IIT Ropar,Mechanical Engineering,11083,14669,2020,2
IIT Ropar,Metallurgical and Materials Engineering,16355,16530,2020,2
IIT BHU,"Architecture (5, B.Arch)",18026,18925,2020,2
IIT BHU,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5),15765,16016,2020,2
IIT BHU,Bioengineering with M.Tech in Biomedical Technology (5),16354,16685,2020,2
IIT BHU,Ceramic Engineering,15274,17791,2020,2
IIT BHU,Ceramic Engineering (5),18136,19389,2020,2
IIT BHU,Chemical Engineering,8201,12882,2020,2
IIT BHU,Civil Engineering,12748,14364,2020,2
IIT BHU,Civil Engineering (5),14753,14757,2020,2
IIT BHU,Computer Science and Engineering,1697,1990,2020,2
IIT BHU,Computer Science and Engineering (5),2202,2920,2020,2
IIT BHU,Electrical Engineering,4698,6561,2020,2
IIT BHU,Electrical Engineering with M.Tech. in Power Electronics (5),6763,7974,2020,2
IIT BHU,Electronics Engineering,4160,5421,2020,2
IIT BHU,Engineering Physics (5),12983,13276,2020,2
IIT BHU,Industrial Chemistry (5),17691,18084,2020,2
IIT BHU,Materials Science and Technology (5),17173,17189,2020,2
IIT BHU,Mathematics and Computing (5),3260,4065,2020,2
IIT BHU,Mechanical Engineering,9192,11839,2020,2
IIT BHU,Mechanical Engineering (5),12154,12501,2020,2
IIT BHU,Metallurgical Engineering,13132,14563,2020,2
IIT BHU,Metallurgical Engineering (5),16598,16769,2020,2
IIT BHU,Mining Engineering,17881,19419,2020,2
IIT BHU,Mining Engineering (5),19587,19780,2020,2
IIT BHU,Pharmaceutical Engineering & Technology,13977,17187,2020,2
IIT BHU,Pharmaceutical Engineering & Technology (5),17350,19357,2020,2
IITG,Biosciences and Bioengineering,12586,13383,2020,2
IITG,Chemical Engineering,9800,11360,2020,2
IITG,Chemical Science and Technology,11569,12153,2020,2
IITG,Civil Engineering,11472,12440,2020,2
IITG,Computer Science and Engineering,1275,1515,2020,2
IITG,Electronics and Communication Engineering,2942,3891,2020,2
IITG,Electronics and Electrical Engineering,3973,4819,2020,2
IITG,Engineering Physics,10012,11939,2020,2
IITG,Mathematics and Computing,1606,2707,2020,2
IITG,Mechanical Engineering,7439,9633,2020,2
IIT Bhilai,Computer Science and Engineering,8560,10002,2020,2
IIT Bhilai,Data Science and Artificial Intelligence,11305,11500,2020,2
IIT Bhilai,Electrical Engineering,12726,13941,2020,2
IIT Bhilai,Mechanical Engineering,15873,16519,2020,2
IIT Goa,Computer Science and Engineering,6570,8318,2020,2
IIT Goa,Electrical Engineering,13122,14715,2020,2
IIT Goa,Mathematics and Computing,9781,10986,2020,2
IIT Goa,Mechanical Engineering,14434,15431,2020,2
IIT Palakkad,Civil Engineering,14907,17474,2020,2
IIT Palakkad,Computer Science and Engineering,4755,8757,2020,2
IIT Palakkad,Electrical Engineering,11295,12769,2020,2
IIT Palakkad,Mechanical Engineering,14213,16043,2020,2
IIT Tirupati,Chemical Engineering,16926,17212,2020,2
IIT Tirupati,Civil Engineering,11940,16068,2020,2
IIT Tirupati,Computer Science and Engineering,3960,4695,2020,2
IIT Tirupati,Electrical Engineering,8167,10060,2020,2
IIT Tirupati,Mechanical Engineering,13647,15015,2020,2
IIT Jammu,Chemical Engineering,16804,18074,2020,2
IIT Jammu,Civil Engineering,18027,18523,2020,2
IIT Jammu,Computer Science and Engineering,6108,10283,2020,2
IIT Jammu,Electrical Engineering,12505,13562,2020,2
IIT Jammu,Materials Science and Engineering,19393,20092,2020,2
IIT Jammu,Mechanical Engineering,15829,17405,2020,2
IIT Dharwad,Computer Science and Engineering,6696,8468,2020,2
IIT Dharwad,Electrical Engineering,11655,13872,2020,2
IIT Dharwad,Mechanical Engineering,15578,16443,2020,2
IIT Bhuv,Civil Engineering,13212,15064,2020,3
IIT Bhuv,Civil Engineering and M. Tech. in Structural Engineering (5),15881,15881,2020,3
IIT Bhuv,Civil Engineering and M.Tech in Transportation Engineering (5),17239,17239,2020,3
IIT Bhuv,Civil Engineering and M.Tech. in Environmental Engineering (5),17221,17221,2020,3
IIT Bhuv,Computer Science and Engineering,2906,3935,2020,3
IIT Bhuv,Computer Science and Engineering (5),5028,5028,2020,3
IIT Bhuv,Electrical Engineering and M.Tech Power Electronics and Drives (5),9092,9092,2020,3
IIT Bhuv,Electrical Engineering,7965,9069,2020,3
IIT Bhuv,Electronics and Communication Engineering,5270,6384,2020,3
IIT Bhuv,Mechanical Engineering,10041,13082,2020,3
IIT Bhuv,Mechanical Engineering and M. Tech. in Mechanical System Design (5),14431,14431,2020,3
IIT Bhuv,Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5),16636,16636,2020,3
IIT Bhuv,Mechanical Engineering with M.Tech. in Manufacturing Engineering (5),15955,15955,2020,3
IIT Bhuv,Metallurgical and Materials Engineering,16601,17058,2020,3
IIT Bhuv,Metallurgical and Materials Engineering (5),17889,17889,2020,3
IITB,Aerospace Engineering,3603,5240,2020,3
IITB,BS in Mathematics (B.Sc),1847,1847,2020,3
IITB,Chemical Engineering,3194,5364,2020,3
IITB,Chemistry (B.Sc),8758,10859,2020,3
IITB,Civil Engineering,5254,7704,2020,3
IITB,Computer Science and Engineering,17,248,2020,3
IITB,Economics (B.Sc),3700,4680,2020,3
IITB,Electrical Engineering,443,924,2020,3
IITB,Electrical Engineering (5),1403,1797,2020,3
IITB,Energy Engineering with M.Tech. in Energy Systems Engineering (5),4789,5948,2020,3
IITB,Engineering Physics,1052,3168,2020,3
IITB,Environmental Science and Engineering (5),8371,8897,2020,3
IITB,Mechanical Engineering,1067,3643,2020,3
IITB,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5),4405,4663,2020,3
IITB,Metallurgical Engineering & Materials Science (5),8220,8579,2020,3
IITB,Metallurgical Engineering and Materials Science,6491,8056,2020,3
IIT Mandi,Bio Engineering (5),18050,18113,2020,3
IIT Mandi,Civil Engineering,15314,16229,2020,3
IIT Mandi,Computer Science and Engineering,4203,5287,2020,3
IIT Mandi,Data Science and Engineering,5978,7161,2020,3
IIT Mandi,Electrical Engineering,9241,10630,2020,3
IIT Mandi,Engineering Physics,12499,13903,2020,3
IIT Mandi,Mechanical Engineering,10987,15194,2020,3
IITD,Biotechnology and Biochemical Engineering,6652,8090,2020,3
IITD,Chemical Engineering,3302,5520,2020,3
IITD,Chemical Engineering (5),5862,6754,2020,3
IITD,Civil Engineering,5546,8281,2020,3
IITD,Computer Science and Engineering,37,521,2020,3
IITD,Computer Science and Engineering (5),570,931,2020,3
IITD,Electrical Engineering,990,1412,2020,3
IITD,Electrical Engineering (Power and Automation),1519,2386,2020,3
IITD,Engineering and Computational Mechanics,2427,3526,2020,3
IITD,Engineering Physics,3203,4435,2020,3
IITD,Materials Engineering,8511,9287,2020,3
IITD,Mathematics and Computing,585,852,2020,3
IITD,Mathematics and Computing (5),952,1263,2020,3
IITD,Mechanical Engineering,3543,4760,2020,3
IITD,Production and Industrial Engineering,5408,6740,2020,3
IITD,Textile Technology,9428,11702,2020,3
IITI,Civil Engineering,13110,14366,2020,3
IITI,Computer Science and Engineering,2142,2789,2020,3
IITI,Electrical Engineering,5011,7582,2020,3
IITI,Mechanical Engineering,10778,12274,2020,3
IITI,Metallurgical Engineering and Materials Science,14163,15526,2020,3
IITKgp,Aerospace Engineering,7653,8018,2020,3
IITKgp,Aerospace Engineering (5),6397,9775,2020,3
IITKgp,Agricultural and Food Engineering,12740,13400,2020,3
IITKgp,Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5),12891,15280,2020,3
IITKgp,Applied Geology (5),16849,18803,2020,3
IITKgp,"Architecture (5, B.Arch)",14378,15926,2020,3
IITKgp,Biotechnology and Biochemical Engineering,7967,10650,2020,3
IITKgp,Biotechnology and Biochemical Engineering (5),11844,12535,2020,3
IITKgp,Chemical Engineering,6351,8306,2020,3
IITKgp,Chemical Engineering (5),9127,9454,2020,3
IITKgp,Chemistry (5),14040,16788,2020,3
IITKgp,Civil Engineering,9369,10956,2020,3
IITKgp,Civil Engineering with any of the listed specialization (5),10932,11921,2020,3
IITKgp,Computer Science and Engineering,303,890,2020,3
IITKgp,Computer Science and Engineering (5),1204,1378,2020,3
IITKgp,Economics (5),7877,9020,2020,3
IITKgp,Electrical Engineering,2099,3237,2020,3
IITKgp,Electrical Engineering with M.Tech. in any of the listed specializations (5),3877,4176,2020,3
IITKgp,Electronics and Electrical Communication Engineering,1569,2418,2020,3
IITKgp,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5),3103,3673,2020,3
IITKgp,Exploration Geophysics (5),12959,16428,2020,3
IITKgp,Industrial and Systems Engineering,7698,9028,2020,3
IITKgp,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),9609,10105,2020,3
IITKgp,Instrumentation Engineering,3942,5944,2020,3
IITKgp,Manufacturing Science and Engineering,10640,10856,2020,3
IITKgp,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),11245,11404,2020,3
IITKgp,Mathematics and Computing (5),2505,3215,2020,3
IITKgp,Mechanical Engineering,5280,6387,2020,3
IITKgp,Mechanical Engineering with M.Tech. in any of the listed specializations (5),8074,9680,2020,3
IITKgp,Metallurgical and Materials Engineering,9555,11776,2020,3
IITKgp,Metallurgical and Materials Engineering (5),12393,12677,2020,3
IITKgp,Mining Engineering,12794,14391,2020,3
IITKgp,Mining Engineering (5),15333,17678,2020,3
IITKgp,Mining Safety Engineering (5),14864,17883,2020,3
IITKgp,Ocean Engineering and Naval Architecture,10519,13184,2020,3
IITKgp,Ocean Engineering and Naval Architecture (5),13411,14212,2020,3
IITKgp,Physics (5),9789,13868,2020,3
IITKgp,Quality Engineering Design and Manufacturing (5),9473,12143,2020,3
IITH,Artificial Intelligence,1562,1565,2020,3
IITH,Biomedical Engineering,7869,9297,2020,3
IITH,Chemical Engineering,8276,9030,2020,3
IITH,Civil Engineering,9770,11437,2020,3
IITH,Computer Science and Engineering,456,1382,2020,3
IITH,Electrical Engineering,3005,3962,2020,3
IITH,Engineering Physics,4716,8894,2020,3
IITH,Engineering Science,2881,3881,2020,3
IITH,Materials Science and Metallurgical Engineering,12064,12183,2020,3
IITH,Mathematics and Computing,2007,2072,2020,3
IITH,Mechanical Engineering,7805,8784,2020,3
IIT Jodh,Artificial Intelligence and Data Science,6190,7807,2020,3
IIT Jodh,Bio Engineering,15396,18426,2020,3
IIT Jodh,Chemical Engineering,11827,16165,2020,3
IIT Jodh,Civil and Infrastructure Engineering,15911,17896,2020,3
IIT Jodh,Computer Science and Engineering,4359,5977,2020,3
IIT Jodh,Electrical Engineering,8591,10569,2020,3
IIT Jodh,Materials Engineering,16662,18927,2020,3
IIT Jodh,Mechanical Engineering,12673,14383,2020,3
IITK,Aerospace Engineering,2714,7889,2020,3
IITK,Biological Sciences and Bioengineering,8448,11609,2020,3
IITK,Chemical Engineering,5805,7924,2020,3
IITK,Chemistry (B.Sc),11020,13398,2020,3
IITK,Civil Engineering,8881,10245,2020,3
IITK,Computer Science and Engineering,577,809,2020,3
IITK,Earth Sciences (B.Sc),14416,16223,2020,3
IITK,Economics (B.Sc),4849,5993,2020,3
IITK,Electrical Engineering,1568,3137,2020,3
IITK,Materials Science and Engineering,10056,10462,2020,3
IITK,Mathematics and Scientific Computing (B.Sc),1651,2757,2020,3
IITK,Mechanical Engineering,4869,6282,2020,3
IITK,Physics (B.Sc),10794,12717,2020,3
IITM,Aerospace Engineering,5512,7349,2020,3
IITM,Aerospace Engineering (5),5600,5600,2020,3
IITM,Biological Engineering (5),3896,7232,2020,3
IITM,Biological Sciences (5),3320,11355,2020,3
IITM,Chemical Engineering,4823,8183,2020,3
IITM,Civil Engineering,7923,10538,2020,3
IITM,Computer Science and Engineering,204,576,2020,3
IITM,Electrical Engineering,591,2046,2020,3
IITM,Engineering Design (5),5888,7607,2020,3
IITM,Engineering Physics,3396,4007,2020,3
IITM,Mechanical Engineering,2053,5200,2020,3
IITM,Metallurgical and Materials Engineering,8188,10379,2020,3
IITM,Naval Architecture and Ocean Engineering,10559,12426,2020,3
IITM,Physics (5),9778,9778,2020,3
IIT Gnd,Chemical Engineering,12895,13493,2020,3
IIT Gnd,Civil Engineering,13664,14694,2020,3
IIT Gnd,Computer Science and Engineering,2805,2871,2020,3
IIT Gnd,Electrical Engineering,5359,6157,2020,3
IIT Gnd,Materials Science and Engineering,14916,15204,2020,3
IIT Gnd,Mechanical Engineering,9381,11399,2020,3
IIT Patna,Chemical Engineering,16246,16492,2020,3
IIT Patna,Civil Engineering,16605,17046,2020,3
IIT Patna,Computer Science and Engineering,4912,5881,2020,3
IIT Patna,Electrical and Electronics Engineering,8335,12325,2020,3
IIT Patna,Mechanical Engineering,14377,15595,2020,3
IIT Patna,Metallurgical and Materials Engineering,17709,18457,2020,3
IITR,Applied Mathematics (5),4218,5882,2020,3
IITR,"Architecture (5, B.Arch)",14950,17023,2020,3
IITR,Bio Technology,10340,10894,2020,3
IITR,Chemical Engineering,8068,8916,2020,3
IITR,Chemistry (5),14489,15416,2020,3
IITR,Civil Engineering,9675,11777,2020,3
IITR,Computer Science and Engineering,997,1269,2020,3
IITR,Electrical Engineering,3429,4636,2020,3
IITR,Electronics and Communication Engineering,2581,3258,2020,3
IITR,Engineering Physics,7028,8856,2020,3
IITR,Geological Technology (5),16181,16903,2020,3
IITR,Geophysical Technology (5),11813,16267,2020,3
IITR,Mechanical Engineering,6497,7888,2020,3
IITR,Metallurgical and Materials Engineering,10467,12933,2020,3
IITR,Physics (5),14260,14851,2020,3
IITR,Polymer Science and Engineering,12205,13959,2020,3
IITR,Production and Industrial Engineering,8945,10940,2020,3
IIT (ISM) Dhanbad,Applied Geology (5),17270,17270,2020,3
IIT (ISM) Dhanbad,Applied Geophysics (5),18987,18987,2020,3
IIT (ISM) Dhanbad,Chemical Engineering,13136,14578,2020,3
IIT (ISM) Dhanbad,Civil Engineering,14791,15686,2020,3
IIT (ISM) Dhanbad,Computer Science and Engineering,3952,5814,2020,3
IIT (ISM) Dhanbad,Electrical Engineering,10535,11891,2020,3
IIT (ISM) Dhanbad,Electronics and Communication Engineering,6628,10026,2020,3
IIT (ISM) Dhanbad,Engineering Physics,13944,13983,2020,3
IIT (ISM) Dhanbad,Environmental Engineering,16419,18361,2020,3
IIT (ISM) Dhanbad,Mathematics and Computing (5),6893,7687,2020,3
IIT (ISM) Dhanbad,Mechanical Engineering,12819,14467,2020,3
IIT (ISM) Dhanbad,Mineral and Metallurgical Engineering,16060,19104,2020,3
IIT (ISM) Dhanbad,Mining Engineering,17760,19726,2020,3
IIT (ISM) Dhanbad,Mining Machinery Engineering,17109,19741,2020,3
IIT (ISM) Dhanbad,Petroleum Engineering,15187,17073,2020,3
