Institute,Academic Program Name,Opening Rank,Closing Rank,Year,Round
IIT Patna,Mechanical Engineering,14085,15106,2019,7
IIT Patna,Metallurgical and Materials Engineering,16673,19843,2019,7
IITR,Applied Mathematics (5),4508,4673,2019,7
IITR,"Architecture (5, B.Arch)",12795,19658,2019,7
IITR,Bio Technology,8734,9982,2019,7
IITR,Chemical Engineering,6513,8140,2019,7
IITR,Chemistry (5),15561,15909,2019,7
IITR,Civil Engineering,7965,10384,2019,7
IITR,Computer Science and Engineering,1076,1386,2019,7
IITR,Electrical Engineering,3503,4274,2019,7
IITR,Electronics and Communication Engineering,1903,3109,2019,7
IITR,Engineering Physics,7298,7726,2019,7
IITR,Geological Technology (5),16141,18037,2019,7
IITR,Geophysical Technology (5),12613,14418,2019,7
IITR,Mechanical Engineering,4561,6615,2019,7
IITR,Metallurgical and Materials Engineering,10207,11832,2019,7
IITR,Physics (5),13122,15160,2019,7
IITR,Polymer Science and Engineering,10090,11369,2019,7
IITR,Production and Industrial Engineering,8230,9247,2019,7
IIT (ISM) Dhanbad,Applied Geology (5),17730,18430,2019,7
IIT (ISM) Dhanbad,Applied Geophysics (5),17514,19879,2019,7
IIT (ISM) Dhanbad,Chemical Engineering,13623,14252,2019,7
IIT (ISM) Dhanbad,Civil Engineering,13182,15724,2019,7
IIT (ISM) Dhanbad,Computer Science and Engineering,2877,5657,2019,7
IIT (ISM) Dhanbad,Electrical Engineering,8094,11247,2019,7
IIT (ISM) Dhanbad,Electronics and Communication Engineering,6497,9144,2019,7
IIT (ISM) Dhanbad,Engineering Physics,13707,14991,2019,7
IIT (ISM) Dhanbad,Environmental Engineering,14878,17578,2019,7
IIT (ISM) Dhanbad,Mathematics and Computing (5),6924,7583,2019,7
IIT (ISM) Dhanbad,Mechanical Engineering,12021,13273,2019,7
IIT (ISM) Dhanbad,Mineral Engineering,18642,19237,2019,7
IIT (ISM) Dhanbad,Mining Engineering,15100,20194,2019,7
IIT (ISM) Dhanbad,Mining Machinery Engineering,20488,21528,2019,7
IIT (ISM) Dhanbad,Petroleum Engineering,11000,15019,2019,7
IIT Ropar,Chemical Engineering,14098,15368,2019,7
IIT Ropar,Civil Engineering,15051,16680,2019,7
IIT Ropar,Computer Science and Engineering,3303,4418,2019,7
IIT Ropar,Electrical Engineering,5860,8920,2019,7
IIT Ropar,Mathematics and Computing,4621,5262,2019,7
IIT Ropar,Mechanical Engineering,12355,13483,2019,7
IIT Ropar,Mechanical Engineering (5),14318,14318,2019,7
IIT Ropar,Metallurgical and Materials Engineering,16774,17095,2019,7
IIT BHU,"Architecture (5, B.Arch)",19632,20929,2019,7
IIT BHU,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5),15663,15663,2019,7
IIT BHU,Bioengineering with M.Tech in Biomedical Technology (5),14730,14730,2019,7
IIT BHU,Ceramic Engineering,14362,18113,2019,7
IIT BHU,Ceramic Engineering (5),16985,18456,2019,7
IIT BHU,Chemical Engineering,8168,12066,2019,7
IIT BHU,Civil Engineering,10838,12423,2019,7
IIT BHU,Civil Engineering (5),12447,12913,2019,7
IIT BHU,Computer Science and Engineering,1915,2493,2019,7
IIT BHU,Computer Science and Engineering (5),2777,2929,2019,7
IIT BHU,Electrical Engineering,5450,6566,2019,7
IIT BHU,Electrical Engineering with M.Tech. in Power Electronics (5),6744,6744,2019,7
IIT BHU,Electronics Engineering,4605,5572,2019,7
IIT BHU,Engineering Physics (5),11671,13434,2019,7
IIT BHU,Industrial Chemistry (5),16030,16346,2019,7
IIT BHU,Materials Science and Technology (5),14491,15473,2019,7
IIT BHU,Mathematics and Computing (5),2939,4250,2019,7
IIT BHU,Mechanical Engineering,9368,10950,2019,7
IIT BHU,Mechanical Engineering (5),11009,11078,2019,7
IIT BHU,Metallurgical Engineering,12540,14907,2019,7
IIT BHU,Metallurgical Engineering (5),15619,17199,2019,7
IIT BHU,Mining Engineering,14116,20406,2019,7
IIT BHU,Mining Engineering (5),18668,20787,2019,7
IIT BHU,Pharmaceutical Engineering & Technology,14441,19572,2019,7
IIT BHU,Pharmaceutical Engineering & Technology (5),14647,19954,2019,7
IITG,Bio Technology,12132,12991,2019,7
IITG,Chemical Engineering,8448,10199,2019,7
IITG,Chemical Science and Technology,11938,12336,2019,7
IITG,Civil Engineering,10577,11904,2019,7
IITG,Computer Science and Engineering,1462,1800,2019,7
IITG,Electronics and Communication Engineering,3161,4240,2019,7
IITG,Electronics and Electrical Engineering,4408,4504,2019,7
IITG,Engineering Physics,8037,10669,2019,7
IITG,Mathematics and Computing,1888,2652,2019,7
IITG,Mechanical Engineering,6778,9024,2019,7
IIT Bhilai,Computer Science and Engineering,6500,8796,2019,7
IIT Bhilai,Electrical Engineering,11357,13371,2019,7
IIT Bhilai,Mechanical Engineering,13749,17028,2019,7
IIT Goa,Computer Science and Engineering,7266,7508,2019,7
IIT Goa,Electrical Engineering,9951,11296,2019,7
IIT Goa,Mathematics and Computing,9096,9096,2019,7
IIT Goa,Mechanical Engineering,15580,15644,2019,7
IIT Palakkad,Civil Engineering,15368,17173,2019,7
IIT Palakkad,Computer Science and Engineering,5263,8091,2019,7
IIT Palakkad,Electrical Engineering,9491,13678,2019,7
IIT Palakkad,Mechanical Engineering,14096,15064,2019,7
IIT Tirupati,Chemical Engineering,15187,16627,2019,7
IIT Tirupati,Civil Engineering,12580,15421,2019,7
IIT Tirupati,Computer Science and Engineering,4586,5700,2019,7
IIT Tirupati,Electrical Engineering,8525,9630,2019,7
IIT Tirupati,Mechanical Engineering,12387,13492,2019,7
IIT Jammu,Chemical Engineering,16208,19786,2019,7
IIT Jammu,Civil Engineering,16886,18454,2019,7
IIT Jammu,Computer Science and Engineering,8676,11262,2019,7
IIT Jammu,Electrical Engineering,11960,14762,2019,7
IIT Jammu,Materials Science and Engineering,20039,21284,2019,7
IIT Jammu,Mechanical Engineering,16086,17178,2019,7
IIT Dharwad,Computer Science and Engineering,6076,7437,2019,7
IIT Dharwad,Electrical Engineering,8697,14041,2019,7
IIT Dharwad,Mechanical Engineering,14808,15776,2019,7
IIT Bhuv,Civil Engineering,13184,14366,2020,1
IIT Bhuv,Civil Engineering and M. Tech. in Structural Engineering (5),15881,15881,2020,1
IIT Bhuv,Civil Engineering and M.Tech in Transportation Engineering (5),16636,16636,2020,1
IIT Bhuv,Civil Engineering and M.Tech. in Environmental Engineering (5),17221,17221,2020,1
IIT Bhuv,Computer Science and Engineering,2906,3935,2020,1
IIT Bhuv,Computer Science and Engineering (5),5028,5028,2020,1
IIT Bhuv,Electrical Engineering and M.Tech Power Electronics and Drives (5),9092,9092,2020,1
IIT Bhuv,Electrical Engineering,7965,8967,2020,1
IIT Bhuv,Electronics and Communication Engineering,5270,6384,2020,1
IIT Bhuv,Mechanical Engineering,10041,13082,2020,1
IIT Bhuv,Mechanical Engineering and M. Tech. in Mechanical System Design (5),14431,14431,2020,1
IIT Bhuv,Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5),16247,16247,2020,1
IIT Bhuv,Mechanical Engineering with M.Tech. in Manufacturing Engineering (5),15955,15955,2020,1
IIT Bhuv,Metallurgical and Materials Engineering,13961,15686,2020,1
IIT Bhuv,Metallurgical and Materials Engineering (5),15718,15718,2020,1
IITB,Aerospace Engineering,3603,4990,2020,1
IITB,BS in Mathematics (B.Sc),1847,1847,2020,1
IITB,Chemical Engineering,3194,5130,2020,1
IITB,Chemistry (B.Sc),8758,10859,2020,1
IITB,Civil Engineering,5254,7680,2020,1
IITB,Computer Science and Engineering,17,248,2020,1
IITB,Economics (B.Sc),3700,4680,2020,1
IITB,Electrical Engineering,443,924,2020,1
IITB,Electrical Engineering (5),1403,1797,2020,1
IITB,Energy Engineering with M.Tech. in Energy Systems Engineering (5),4789,5948,2020,1
IITB,Engineering Physics,1052,3168,2020,1
IITB,Environmental Science and Engineering (5),8371,8897,2020,1
IITB,Mechanical Engineering,1067,3643,2020,1
IITB,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5),4405,4663,2020,1
IITB,Metallurgical Engineering & Materials Science (5),8220,8579,2020,1
IITB,Metallurgical Engineering and Materials Science,6491,8056,2020,1
IIT Mandi,Bio Engineering (5),17187,18050,2020,1
IIT Mandi,Civil Engineering,15314,16229,2020,1
IIT Mandi,Computer Science and Engineering,4048,5210,2020,1
IIT Mandi,Data Science and Engineering,5978,7161,2020,1
IIT Mandi,Electrical Engineering,7494,10376,2020,1
IIT Mandi,Engineering Physics,11911,12499,2020,1
IIT Mandi,Mechanical Engineering,10987,14861,2020,1
IITD,Biotechnology and Biochemical Engineering,6652,7888,2020,1
IITD,Chemical Engineering,3302,5501,2020,1
IITD,Chemical Engineering (5),5862,6754,2020,1
IITD,Civil Engineering,5546,8083,2020,1
IITD,Computer Science and Engineering,37,521,2020,1
IITD,Computer Science and Engineering (5),570,931,2020,1
IITD,Electrical Engineering,990,1412,2020,1
IITD,Electrical Engineering (Power and Automation),1519,2386,2020,1
IITD,Engineering and Computational Mechanics,2427,3526,2020,1
IITD,Engineering Physics,3203,4435,2020,1
IITD,Materials Engineering,8511,9287,2020,1
IITD,Mathematics and Computing,585,852,2020,1
IITD,Mathematics and Computing (5),952,1263,2020,1
IITD,Mechanical Engineering,3543,4760,2020,1
IITD,Production and Industrial Engineering,5408,6740,2020,1
IITD,Textile Technology,8090,11568,2020,1
IITI,Civil Engineering,12274,13834,2020,1
IITI,Computer Science and Engineering,1990,2691,2020,1
IITI,Electrical Engineering,3993,7147,2020,1
IITI,Mechanical Engineering,10778,12208,2020,1
IITI,Metallurgical Engineering and Materials Science,14163,15431,2020,1
IITKgp,Aerospace Engineering,7653,7889,2020,1
IITKgp,Aerospace Engineering (5),6397,9767,2020,1
IITKgp,Agricultural and Food Engineering,12440,12764,2020,1
IITKgp,Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5),12891,14278,2020,1
IITKgp,Applied Geology (5),16428,18150,2020,1
IITKgp,"Architecture (5, B.Arch)",12822,15610,2020,1
IITKgp,Biotechnology and Biochemical Engineering,7967,10557,2020,1
IITKgp,Biotechnology and Biochemical Engineering (5),10650,12219,2020,1
IITKgp,Chemical Engineering,6351,8226,2020,1
IITKgp,Chemical Engineering (5),9127,9454,2020,1
IITKgp,Chemistry (5),14040,16788,2020,1
IITKgp,Civil Engineering,9369,10679,2020,1
IITKgp,Civil Engineering with any of the listed specialization (5),10932,11665,2020,1
IITKgp,Computer Science and Engineering,303,890,2020,1
IITKgp,Computer Science and Engineering (5),1204,1378,2020,1
IITKgp,Economics (5),7877,9020,2020,1
IITKgp,Electrical Engineering,2099,3137,2020,1
IITKgp,Electrical Engineering with M.Tech. in any of the listed specializations (5),3877,4176,2020,1
IITKgp,Electronics and Electrical Communication Engineering,1569,2418,2020,1
IITKgp,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5),3103,3673,2020,1
IITKgp,Exploration Geophysics (5),12959,16279,2020,1
IITKgp,Industrial and Systems Engineering,7698,9028,2020,1
IITKgp,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),9609,10105,2020,1
IITKgp,Instrumentation Engineering,3942,5520,2020,1
IITKgp,Manufacturing Science and Engineering,10640,10856,2020,1
IITKgp,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),11245,11404,2020,1
IITKgp,Mathematics and Computing (5),2505,3215,2020,1
IITKgp,Mechanical Engineering,5280,6325,2020,1
IITKgp,Mechanical Engineering with M.Tech. in any of the listed specializations (5),8074,9680,2020,1
IITKgp,Metallurgical and Materials Engineering,9555,11100,2020,1
IITKgp,Metallurgical and Materials Engineering (5),12393,12677,2020,1
IITKgp,Mining Engineering,12794,13982,2020,1
IITKgp,Mining Engineering (5),15333,17678,2020,1
IITKgp,Mining Safety Engineering (5),14864,17883,2020,1
IITKgp,Ocean Engineering and Naval Architecture,10519,12933,2020,1
IITKgp,Ocean Engineering and Naval Architecture (5),13411,14212,2020,1
IITKgp,Physics (5),9789,13151,2020,1
IITKgp,Quality Engineering Design and Manufacturing (5),9473,12143,2020,1
IITH,Artificial Intelligence,1562,1565,2020,1
IITH,Biomedical Engineering,7869,9297,2020,1
IITH,Chemical Engineering,8276,9030,2020,1
IITH,Civil Engineering,9770,11056,2020,1
IITH,Computer Science and Engineering,456,1382,2020,1
IITH,Electrical Engineering,3005,3868,2020,1
IITH,Engineering Physics,4716,8856,2020,1
IITH,Engineering Science,2881,3881,2020,1
IITH,Materials Science and Metallurgical Engineering,11437,12064,2020,1
IITH,Mathematics and Computing,2007,2072,2020,1
IITH,Mechanical Engineering,7805,8306,2020,1
IIT Jodh,Artificial Intelligence and Data Science,5802,6954,2020,1
IIT Jodh,Bio Engineering,12116,16666,2020,1
IIT Jodh,Chemical Engineering,11263,14974,2020,1
IIT Jodh,Civil and Infrastructure Engineering,15911,17689,2020,1
IIT Jodh,Computer Science and Engineering,4359,5651,2020,1
IIT Jodh,Electrical Engineering,8591,10569,2020,1
IIT Jodh,Materials Engineering,16662,18205,2020,1
IIT Jodh,Mechanical Engineering,12673,14383,2020,1
IITK,Aerospace Engineering,2714,7602,2020,1
IITK,Biological Sciences and Bioengineering,8448,11609,2020,1
IITK,Chemical Engineering,5805,7924,2020,1
IITK,Chemistry (B.Sc),11020,13398,2020,1
IITK,Civil Engineering,8881,10245,2020,1
IITK,Computer Science and Engineering,577,809,2020,1
IITK,Earth Sciences (B.Sc),14416,15526,2020,1
IITK,Economics (B.Sc),4849,5389,2020,1
IITK,Electrical Engineering,1568,2930,2020,1
IITK,Materials Science and Engineering,10056,10462,2020,1
IITK,Mathematics and Scientific Computing (B.Sc),1651,2757,2020,1
IITK,Mechanical Engineering,4869,5993,2020,1
IITK,Physics (B.Sc),10794,12717,2020,1
IITM,Aerospace Engineering,5512,7232,2020,1
IITM,Aerospace Engineering (5),5600,5600,2020,1
IITM,Biological Engineering (5),3896,6237,2020,1
IITM,Biological Sciences (5),3320,11355,2020,1
IITM,Chemical Engineering,4823,8183,2020,1
IITM,Civil Engineering,7923,10443,2020,1
IITM,Computer Science and Engineering,204,576,2020,1
IITM,Electrical Engineering,591,2046,2020,1
IITM,Engineering Design (5),5888,7349,2020,1
IITM,Engineering Physics,3396,4007,2020,1
IITM,Mechanical Engineering,2053,5200,2020,1
IITM,Metallurgical and Materials Engineering,8188,10379,2020,1
IITM,Naval Architecture and Ocean Engineering,10559,11474,2020,1
IITM,Physics (5),9778,9778,2020,1
IIT Gnd,Chemical Engineering,12895,13493,2020,1
IIT Gnd,Civil Engineering,13664,14694,2020,1
IIT Gnd,Computer Science and Engineering,2805,2871,2020,1
IIT Gnd,Electrical Engineering,5359,6157,2020,1
IIT Gnd,Materials Science and Engineering,13966,15021,2020,1
IIT Gnd,Mechanical Engineering,9381,11399,2020,1
IIT Patna,Chemical Engineering,14346,16262,2020,1
IIT Patna,Civil Engineering,15507,16973,2020,1
IIT Patna,Computer Science and Engineering,4066,5521,2020,1
IIT Patna,Electrical and Electronics Engineering,8335,11887,2020,1
IIT Patna,Mechanical Engineering,14017,15183,2020,1
IIT Patna,Metallurgical and Materials Engineering,17405,18336,2020,1
IITR,Applied Mathematics (5),4218,5882,2020,1
IITR,"Architecture (5, B.Arch)",14950,16565,2020,1
IITR,Bio Technology,10340,10894,2020,1
IITR,Chemical Engineering,8068,8916,2020,1
IITR,Chemistry (5),14489,15416,2020,1
IITR,Civil Engineering,9675,11593,2020,1
IITR,Computer Science and Engineering,997,1269,2020,1
IITR,Electrical Engineering,3429,4323,2020,1
IITR,Electronics and Communication Engineering,2581,3170,2020,1
IITR,Engineering Physics,7028,8281,2020,1
IITR,Geological Technology (5),16181,16267,2020,1
IITR,Geophysical Technology (5),11813,16058,2020,1
IITR,Mechanical Engineering,6192,7745,2020,1
IITR,Metallurgical and Materials Engineering,10467,12489,2020,1
IITR,Physics (5),13868,14287,2020,1
IITR,Polymer Science and Engineering,12205,13315,2020,1
IITR,Production and Industrial Engineering,8945,10940,2020,1
IIT (ISM) Dhanbad,Applied Geology (5),17270,17270,2020,1
IIT (ISM) Dhanbad,Applied Geophysics (5),17239,17239,2020,1
IIT (ISM) Dhanbad,Chemical Engineering,12783,14080,2020,1
IIT (ISM) Dhanbad,Civil Engineering,14467,15044,2020,1
IIT (ISM) Dhanbad,Computer Science and Engineering,3019,5587,2020,1
IIT (ISM) Dhanbad,Electrical Engineering,10487,11500,2020,1
IIT (ISM) Dhanbad,Electronics and Communication Engineering,6628,9167,2020,1
IIT (ISM) Dhanbad,Engineering Physics,11203,13944,2020,1
IIT (ISM) Dhanbad,Environmental Engineering,16419,17899,2020,1
IIT (ISM) Dhanbad,Mathematics and Computing (5),5881,7226,2020,1
IIT (ISM) Dhanbad,Mechanical Engineering,11530,13959,2020,1
IIT (ISM) Dhanbad,Mineral and Metallurgical Engineering,16060,17701,2020,1
IIT (ISM) Dhanbad,Mining Engineering,17760,19465,2020,1
IIT (ISM) Dhanbad,Mining Machinery Engineering,17109,19357,2020,1
IIT (ISM) Dhanbad,Petroleum Engineering,15187,16543,2020,1
IIT Ropar,Chemical Engineering,9807,13804,2020,1
IIT Ropar,Civil Engineering,14888,16482,2020,1
IIT Ropar,Computer Science and Engineering,2718,3865,2020,1
IIT Ropar,Electrical Engineering,6657,9131,2020,1
IIT Ropar,Mathematics and Computing,4352,4632,2020,1
IIT Ropar,Mechanical Engineering,11083,14669,2020,1
IIT Ropar,Metallurgical and Materials Engineering,16355,16530,2020,1
IIT BHU,"Architecture (5, B.Arch)",17023,18026,2020,1
IIT BHU,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5),15765,16016,2020,1
IIT BHU,Bioengineering with M.Tech in Biomedical Technology (5),16354,16685,2020,1
IIT BHU,Ceramic Engineering,15274,17189,2020,1
IIT BHU,Ceramic Engineering (5),18136,18426,2020,1
IIT BHU,Chemical Engineering,8201,12695,2020,1
IIT BHU,Civil Engineering,12748,13595,2020,1
IIT BHU,Civil Engineering (5),14753,14757,2020,1
IIT BHU,Computer Science and Engineering,1697,1913,2020,1
IIT BHU,Computer Science and Engineering (5),2202,2920,2020,1
IIT BHU,Electrical Engineering,4493,6495,2020,1
IIT BHU,Electrical Engineering with M.Tech. in Power Electronics (5),6763,7974,2020,1
IIT BHU,Electronics Engineering,4160,5421,2020,1
IIT BHU,Engineering Physics (5),12983,13276,2020,1
IIT BHU,Industrial Chemistry (5),17691,17889,2020,1
IIT BHU,Materials Science and Technology (5),15595,16769,2020,1
IIT BHU,Mathematics and Computing (5),3260,4065,2020,1
IIT BHU,Mechanical Engineering,9192,11809,2020,1
IIT BHU,Mechanical Engineering (5),12154,12501,2020,1
IIT BHU,Metallurgical Engineering,12518,13903,2020,1
IIT BHU,Metallurgical Engineering (5),14563,16598,2020,1
IIT BHU,Mining Engineering,17791,18980,2020,1
IIT BHU,Mining Engineering (5),19163,19583,2020,1
IIT BHU,Pharmaceutical Engineering & Technology,13977,17164,2020,1
IIT BHU,Pharmaceutical Engineering & Technology (5),17350,18402,2020,1
IITG,Biosciences and Bioengineering,12153,13137,2020,1
IITG,Chemical Engineering,9633,11155,2020,1
IITG,Chemical Science and Technology,11569,11922,2020,1
IITG,Civil Engineering,11472,12409,2020,1
IITG,Computer Science and Engineering,1275,1515,2020,1
IITG,Electronics and Communication Engineering,2789,3756,2020,1
IITG,Electronics and Electrical Engineering,3973,4819,2020,1
IITG,Engineering Physics,9775,11542,2020,1
IITG,Mathematics and Computing,1606,2707,2020,1
IITG,Mechanical Engineering,7439,9390,2020,1
IIT Bhilai,Computer Science and Engineering,8560,9506,2020,1
IIT Bhilai,Data Science and Artificial Intelligence,9612,11305,2020,1
IIT Bhilai,Electrical Engineering,12726,13748,2020,1
IIT Bhilai,Mechanical Engineering,15064,15897,2020,1
IIT Goa,Computer Science and Engineering,6570,8318,2020,1
IIT Goa,Electrical Engineering,10986,13562,2020,1
IIT Goa,Mathematics and Computing,7351,10168,2020,1
IIT Goa,Mechanical Engineering,13686,14621,2020,1
IIT Palakkad,Civil Engineering,14907,16719,2020,1
IIT Palakkad,Computer Science and Engineering,4755,7807,2020,1
IIT Palakkad,Electrical Engineering,11295,12561,2020,1
IIT Palakkad,Mechanical Engineering,14213,14851,2020,1
IIT Tirupati,Chemical Engineering,16926,17212,2020,1
IIT Tirupati,Civil Engineering,11940,14767,2020,1
IIT Tirupati,Computer Science and Engineering,3960,4695,2020,1
IIT Tirupati,Electrical Engineering,8167,10060,2020,1
IIT Tirupati,Mechanical Engineering,13647,14530,2020,1
IIT Jammu,Chemical Engineering,16804,18074,2020,1
IIT Jammu,Civil Engineering,18019,18084,2020,1
IIT Jammu,Computer Science and Engineering,6108,9727,2020,1
IIT Jammu,Electrical Engineering,10572,13560,2020,1
IIT Jammu,Materials Science and Engineering,18779,19511,2020,1
IIT Jammu,Mechanical Engineering,15357,16519,2020,1
IIT Dharwad,Computer Science and Engineering,6696,8468,2020,1
IIT Dharwad,Electrical Engineering,11655,13186,2020,1
IIT Dharwad,Mechanical Engineering,15204,16173,2020,1
IIT Bhuv,Civil Engineering,13212,15064,2020,2
IIT Bhuv,Civil Engineering and M. Tech. in Structural Engineering (5),15881,15881,2020,2
IIT Bhuv,Civil Engineering and M.Tech in Transportation Engineering (5),17239,17239,2020,2
IIT Bhuv,Civil Engineering and M.Tech. in Environmental Engineering (5),17221,17221,2020,2
IIT Bhuv,Computer Science and Engineering,2906,3935,2020,2
IIT Bhuv,Computer Science and Engineering (5),5028,5028,2020,2
IIT Bhuv,Electrical Engineering and M.Tech Power Electronics and Drives (5),9092,9092,2020,2
IIT Bhuv,Electrical Engineering,7965,9069,2020,2
IIT Bhuv,Electronics and Communication Engineering,5270,6384,2020,2
IIT Bhuv,Mechanical Engineering,10041,13082,2020,2
IIT Bhuv,Mechanical Engineering and M. Tech. in Mechanical System Design (5),14431,14431,2020,2
IIT Bhuv,Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5),16636,16636,2020,2
IIT Bhuv,Mechanical Engineering with M.Tech. in Manufacturing Engineering (5),15955,15955,2020,2
IIT Bhuv,Metallurgical and Materials Engineering,16601,17058,2020,2
IIT Bhuv,Metallurgical and Materials Engineering (5),17889,17889,2020,2
IITB,Aerospace Engineering,3603,5240,2020,2
IITB,BS in Mathematics (B.Sc),1847,1847,2020,2
IITB,Chemical Engineering,3194,5364,2020,2
IITB,Chemistry (B.Sc),8758,10859,2020,2
IITB,Civil Engineering,5254,7704,2020,2
IITB,Computer Science and Engineering,17,248,2020,2
IITB,Economics (B.Sc),3700,4680,2020,2
IITB,Electrical Engineering,443,924,2020,2
IITB,Electrical Engineering (5),1403,1797,2020,2
IITB,Energy Engineering with M.Tech. in Energy Systems Engineering (5),4789,5948,2020,2
IITB,Engineering Physics,1052,3168,2020,2
IITB,Environmental Science and Engineering (5),8371,8897,2020,2
IITB,Mechanical Engineering,1067,3643,2020,2
IITB,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5),4405,4663,2020,2
IITB,Metallurgical Engineering & Materials Science (5),8220,8579,2020,2
IITB,Metallurgical Engineering and Materials Science,6491,8056,2020,2
IIT Mandi,Bio Engineering (5),18050,18113,2020,2
IIT Mandi,Civil Engineering,15314,16229,2020,2
IIT Mandi,Computer Science and Engineering,4203,5287,2020,2
IIT Mandi,Data Science and Engineering,5978,7161,2020,2
IIT Mandi,Electrical Engineering,9241,10630,2020,2
IIT Mandi,Engineering Physics,12499,13903,2020,2
IIT Mandi,Mechanical Engineering,10987,15194,2020,2
IITD,Biotechnology and Biochemical Engineering,6652,8090,2020,2
IITD,Chemical Engineering,3302,5520,2020,2
IITD,Chemical Engineering (5),5862,6754,2020,2
IITD,Civil Engineering,5546,8281,2020,2
IITD,Computer Science and Engineering,37,521,2020,2
IITD,Computer Science and Engineering (5),570,931,2020,2
IITD,Electrical Engineering,990,1412,2020,2
IITD,Electrical Engineering (Power and Automation),1519,2386,2020,2
IITD,Engineering and Computational Mechanics,2427,3526,2020,2
IITD,Engineering Physics,3203,4435,2020,2
IITD,Materials Engineering,8511,9287,2020,2
IITD,Mathematics and Computing,585,852,2020,2
IITD,Mathematics and Computing (5),952,1263,2020,2
IITD,Mechanical Engineering,3543,4760,2020,2
IITD,Production and Industrial Engineering,5408,6740,2020,2
IITD,Textile Technology,9428,11702,2020,2
IITI,Civil Engineering,13110,14366,2020,2
IITI,Computer Science and Engineering,2142,2789,2020,2
IITI,Electrical Engineering,5011,7582,2020,2
IITI,Mechanical Engineering,10778,12274,2020,2
IITI,Metallurgical Engineering and Materials Science,14163,15526,2020,2
IITKgp,Aerospace Engineering,7653,8018,2020,2
IITKgp,Aerospace Engineering (5),6397,9775,2020,2
IITKgp,Agricultural and Food Engineering,12740,13400,2020,2
IITKgp,Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5),12891,15280,2020,2
IITKgp,Applied Geology (5),16849,18377,2020,2
IITKgp,"Architecture (5, B.Arch)",14378,15926,2020,2
IITKgp,Biotechnology and Biochemical Engineering,7967,10650,2020,2
IITKgp,Biotechnology and Biochemical Engineering (5),11844,12535,2020,2
IITKgp,Chemical Engineering,6351,8306,2020,2
IITKgp,Chemical Engineering (5),9127,9454,2020,2
IITKgp,Chemistry (5),14040,16788,2020,2
IITKgp,Civil Engineering,9369,10956,2020,2
IITKgp,Civil Engineering with any of the listed specialization (5),10932,11921,2020,2
IITKgp,Computer Science and Engineering,303,890,2020,2
IITKgp,Computer Science and Engineering (5),1204,1378,2020,2
IITKgp,Economics (5),7877,9020,2020,2
IITKgp,Electrical Engineering,2099,3237,2020,2
IITKgp,Electrical Engineering with M.Tech. in any of the listed specializations (5),3877,4176,2020,2
IITKgp,Electronics and Electrical Communication Engineering,1569,2418,2020,2
IITKgp,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5),3103,3673,2020,2
IITKgp,Exploration Geophysics (5),12959,16428,2020,2
IITKgp,Industrial and Systems Engineering,7698,9028,2020,2
IITKgp,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),9609,10105,2020,2
IITKgp,Instrumentation Engineering,3942,5944,2020,2
IITKgp,Manufacturing Science and Engineering,10640,10856,2020,2
IITKgp,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),11245,11404,2020,2
IITKgp,Mathematics and Computing (5),2505,3215,2020,2
IITKgp,Mechanical Engineering,5280,6387,2020,2
IITKgp,Mechanical Engineering with M.Tech. in any of the listed specializations (5),8074,9680,2020,2
IITKgp,Metallurgical and Materials Engineering,9555,11776,2020,2
IITKgp,Metallurgical and Materials Engineering (5),12393,12677,2020,2
IITKgp,Mining Engineering,12794,14391,2020,2
IITKgp,Mining Engineering (5),15333,17678,2020,2
IITKgp,Mining Safety Engineering (5),14864,17883,2020,2
IITKgp,Ocean Engineering and Naval Architecture,10519,13184,2020,2
IITKgp,Ocean Engineering and Naval Architecture (5),13411,14212,2020,2
IITKgp,Physics (5),9789,13868,2020,2
IITKgp,Quality Engineering Design and Manufacturing (5),9473,12143,2020,2
IITH,Artificial Intelligence,1562,1565,2020,2
IITH,Biomedical Engineering,7869,9297,2020,2
IITH,Chemical Engineering,8276,9030,2020,2
IITH,Civil Engineering,9770,11437,2020,2
IITH,Computer Science and Engineering,456,1382,2020,2
IITH,Electrical Engineering,3005,3962,2020,2
IITH,Engineering Physics,4716,8894,2020,2
IITH,Engineering Science,2881,3881,2020,2
IITH,Materials Science and Metallurgical Engineering,12064,12183,2020,2
IITH,Mathematics and Computing,2007,2072,2020,2
IITH,Mechanical Engineering,7805,8784,2020,2
IIT Jodh,Artificial Intelligence and Data Science,6190,7807,2020,2
IIT Jodh,Bio Engineering,15396,18426,2020,2
